"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Ukrainian>";"<Polish>";"<Portuguese>";"<Turkish>";"<Czech>";"<Greek>";"<Indonesian>";"<Thai>";"<Korean>";"<Chinese>";"<Japanese>";"<TChinese>";"<Comments>";"<max_chars>"
"radar_hms_mode";"HMS";"HMS";"HMS";"HMS";"HMS";"НСЦ";"НСЦ";"HMS";"HMS";"HMS";"HMS";"HMS";"HMS";"HMS";"HMS";"头\t瞄\t模\t式";"HMS";"頭\t瞄";;
"radar_sarh";"SARH";"SARH";"SARH";"SARH";"SARH";"Подсвет";"НАРЛ";"Samonaprowadzanie półaktywne";"SARH";"SARH";"SARH";"SARH";"SARH";"SARH";"SARH";"半\t主\t动\t雷\t达\t寻\t的";"SARH";"半\t主\t動\t雷\t達\t導\t引";;
"radar_mg";"Missile Guidance";"Contrôle de missile";"Guida Missile";"Raketensteuerung";"Guía de Misiles";"Управление ракетами";"Наведення керованих ракет";"Kierowanie pociskiem";"Guiamento do Míssil";"Füze Güdümü";"Navádění rakety";"Missile Guidance";"Panduan Rudal";"Missile Guidance";"미사일 유도";"引\t导\t空\t对\t空\t导\t弹";"ミサイル\t誘導";"飛\t彈\t導\t引";;
"radar_dl_channels";"DL targets";"Cibles DL";"Bersagli DL";"DL Ziele";"Objetivos DL";"РК целей";"РК цілей";"Cele DL";"Alvos DL";"DL hedefler";"DL cíle";"DL targets";"Target DL";"DL targets";"데이터 링크 목표물";"数\t据\t链\t目\t标";"DL\t目標";"數\t據\t鏈\t路\t目\t標";;
"radar_sea";"Sea";"Mer";"Sea";"See";"Mar";"Море";"Море";"Woda";"Mar";"Deniz";"Moře";"Sea";"Laut";"Sea";"해상";"对\t海";"海上";"對\t海";;
"radar_surface_search";"Surface Search";"Recherche en surface";"Ricerca di Superficie";"Oberflächensuche";"Búsqueda de Superficie";"Поиск НЦ";"Пошук надводних цілей";"Przeszukiwanie powierzchni";"Busca de superfície";"Yüzey Tarama";"Hledání na zemi";"Surface Search";"Pencarian Permukaan";"Surface Search";"지상/해상 탐색";"对\t面\t搜\t索";"水上捜索";"對\t面\t搜\t索";;
"rwr_threats_types";"Threats types";"Types de menaces";"Tipi di minacce";"Bedrohungstypen";"Tipos de amenazas";"Типов угроз";"Типи загроз";"Rodzaje zagrożenia";"Tipos de ameaças";"Tehdit tipleri";"Typy hrozeb";"Threats types";"Jenis ancaman";"Threats types";"위협 유형";"威\t胁\t类\t型";"脅威\tタイプ";"威\t脅\t種\t類";;
"rwr_tracked_threats_max";"Tracked threats";"Menaces ""verrouillage""";"Minacce tracciate";"Verfolgte Bedrohungen";"Amenazas rastreadas";"Отслеживаемых угроз";"Відстежуваних загроз";"Śledzone zagrożenia";"Ameaças rastreadas";"Takip edilen tehditler";"Sledované hrozby";"Tracked threats";"Ancaman yang terlacak";"Tracked threats";"추적된 위협";"威\t胁\t探\t测\t上\t限";"追尾脅威";"跟\t踪\t本\t機\t的\t威\t脅\t來\t源";;
"rwr_tracking_detection";"Tracking detection";"Détection de verrouillage";"Individuazione tracciamento";"Verfolgungs-Erkennung";"Detección de seguimiento";"Обнаружение захвата";"Відстеження захоплення";"Wykrywanie śledzenia";"Deteção de Tracking";"Takip tespiti";"Detekce sledování";"Tracking detection";"Deteksi pelacakan";"Tracking detection";"추적 감지";"跟\t踪\t状\t态\t探\t测";"追尾探知";"鎖\t定\t探\t測";;
"rwr_launch_detection";"Launch detection";"Détection de lancement";"Rilevamento lancio";"Start-Erkennung";"Detección de lanzamiento";"Обнаружение пуска";"Відстеження пуску";"Wykrywanie wystrzału";"Deteção de lançamento";"Fırlatma tespiti";"Detekce odpálení";"Launch detection";"Deteksi peluncuran";"Launch detection";"발사 감지";"导\t弹\t发\t射\t探\t测";"発射探知";"發\t射\t探\t測";;
"rwr_tracking_threats_types";"Tracking threats types";"Types de menaces ""verrouillage""";"Tracciamento tipi di minacce";"Verfolge Bedrohungstypen";"Rastreando tipos de amenazas";"Типов угроз (слежение)";"Відстеження типів загроз";"Typy śledzonych zagrożeń";"Ameaças rastreadas";"Takip edilen tehdit tipleri";"Sledování typů hrozeb";"Tracking threats types";"Melacak jenis ancaman";"Tracking threats types";"추적중인 위협 유형";"跟\t踪\t本\t机\t威\t胁\t类\t型";"追尾脅威\tタイプ";"跟\t踪\t本\t機\t的\t威\t脅\t種\t類";;
"rwr_launching_threats_types";"Launching threats types";"Types de menaces ""lancement""";"Tipi di minacce di lancio";"Starte Bedrohungstypen";"Lanzando tipos de amenazas";"Типов угроз (пуск)";"Типи загроз запуску";"Typy wykrywanych zagrożeń";"Lançamento de tipos de ameaças";"Fırlatma yapılan tehdit tipleri";"Odpalovací typy hrozeb";"Launching threats types";"Meluncurkan jenis ancaman";"Launching threats types";"발사된 위협 유형";"攻\t击\t本\t机\t威\t胁\t类\t型";"発射脅威\tタイプ";"攻\t擊\t本\t機\t的\t威\t脅\t種\t類";;
"rwr_scope_id_threats_types";"Threat types on scope";"Types de menaces couvertes";"Timi di minacce sul visore";"Bedrohungstypen im Visier";"Tipos de amenazas en la mira";"Типов угроз на индикаторе";"Типів загроз на індикаторі";"Wyświetlane zagrożenia";"Tipos de ameaças no visor";"Tehdit tipleri tespit alanında";"Typy hrozeb na displeji";"Threat types on scope";"Jenis ancaman dalam ruang lingkup";"Threat types on scope";"레이더 화면에 위협 유형 표기";"威\t胁\t类\t型\t显\t示\t上\t限";"スコープ\t上の\t識別脅威";"威\t脅\t類\t型\t顯\t示\t上\t限";;
"rwr_present_id_threats_types";"Threat types";"Types de menaces";"Tipi di minacce";"Bedrohungstypen";"Tipos de amenazas";"Типов угроз";"Типи загроз";"Rodzaje zagrożenia";"Tipos de ameaças";"Tehdit Tipleri";"Typy hrozeb";"Threat types";"Jenis ancaman";"Threat types";"위협 유형";"威\t胁\t类\t型";"識別脅威";"威\t脅\t類\t型";;
"rwr_threats_unlimited";"Unlimited";"Illimité";"Illimitate";"Unbegrenzt";"Ilimitado";"Неограничено";"Необмежено";"Bez limitu";"Ilimitado";"Sınırsız";"Neomezeně";"Unlimited";"Tidak terbatas";"Unlimited";"무제한";"不\t受\t限";"無制限";"無\t限\t制";;
"rwr_signal_strength";"Signal strength";"Puissance du signal";"Potenza del segnale";"Signalstärke";"Intensidad de la señal";"Мощность сигнала";"Сила сигналу";"Siła sygnału";"Intensidade do sinal";"Sinyal gücü";"Síla signálu";"Signal strength";"Kekuatan sinyal";"Signal strength";"신호 강도";"信\t号\t强\t度";"信号強度";"訊\t號\t強\t度";;
"rwr_iff";"IFF";"IFF";"IFF";"IFF";"IFF";"Свой-чужой";"Система «свій — чужий»";"System identyfikacji „swój-obcy”";"IFF";"IFF";"IFF";"IFF";"IFF";"IFF";"IFF";"敌\t我\t识\t别";"敵味方識別装置";"敵\t我\t識\t別";;
"mlws_type";"Type";"Type";"Tipo";"Typ";"Tipo";"Тип";"Тип";"Typ";"Tipo";"Tip";"Typ";"Type";"Jenis";"Type";"유형";"类\t型";"タイプ";"類\t型";;
"mlws_type_radar";"Radar";"Radar";"Radar";"Radar";"Radar";"Радар";"Радар";"Radar";"Radar";"Radar";"Radar";"Radar";"Radar";"Radar";"레이더";"雷\t达";"レーダー";"雷\t達";;
"mlws_type_ir";"Optic";"Optique";"Ottica";"Visiereinrichtung";"Óptico";"Оптика";"Оптика";"Optyka";"Ótico";"Optik";"Optika";"Optic";"Optik";"Optic";"광학";"光\t学";"照準器";"光\t學";;
"mlws_range_max";"Range";"Portée";"Raggio";"Reichweite";"Alcance";"Дальность";"Дальність";"Zasięg";"Alcance";"Menzil";"Vzdálenost";"Range";"Jarak";"Range";"거리";"探\t测\t距\t离";"範囲";"距\t離";;
"mlws_range_finder";"Range-finder";"Télémètre";"Telemetro Laser";"Entfernungsmesser";"Telemetro";"Дальномер";"Далекомір";"Dalmierz";"Telémetro";"Mesafe-bulucu";"Dálkoměr";"Range-finder";"Pengintai";"Range-finder";"거리 측정기";"测\t距\t仪";"測遠機";"測\t距\t儀";;
"avionics_sight_turret";"Turret";"Tourelle";"Torretta";"Turm";"Torreta";"Турель";"Турель";"Celownik wieży";"Torre";"Taret";"Věžový zaměřovač";"Turret";"Turret";"Turret";"터렛 시점";"炮\t塔";"砲塔";"炮\t塔";;
"avionics_sight_cannon";"Cannons";"Canons";"Cannoni";"Kanonen";"Cañones";"Пушки";"Гармати";"Celownik armatni";"Canhões";"Toplar";"Kanóny";"Cannons";"Meriam";"Cannons";"기총 조준경";"枪\t炮";"砲";"機\t炮";;
"avionics_sight_rocket";"Rockets";"Roquettes";"Razzi";"Raketen";"Cohetes";"НУРСы";"Ракети";"Celownik rakietowy";"Foguetes";"Roketler";"Rakety";"Rockets";"Roket";"Rockets";"로켓 조준경";"火\t箭\t弹";"ロケット";"火\t箭";;
"avionics_sight_bomb";"Bombs";"Bombes";"Bombe";"Bomben";"Bombas";"Бомбы";"Бомби";"Celownik bombowy";"Bombas";"Bombalar";"Bomby";"Bombs";"Bom";"Bombs";"폭탄 조준경";"炸\t弹";"爆弾";"炸\t彈";;
"avionics_sight_vision/tv";"TV";"TV";"TV";"TV";"TV";"ТВ";"ТВ";"TV";"TV";"TV";"TV";"TV";"TV";"TV";"TV";"电\t视\t成\t像";"TV";"電\t視\t成\t像";;
"avionics_sight_vision/lltv";"LLTV";"LLTV";"LLTV";"LLTV";"LLTV";"Ноч. ТВ";"Ніч. ТВ";"LLTV";"LLTV";"LLTV";"LLTV";"LLTV";"LLTV";"LLTV";"LLTV";"微\t光\t电\t视\t成\t像";"低光量\tTV";"微\t光\t電\t視\t成\t像";;
"avionics_sight_vision/flir";"FLIR";"FLIR";"FLIR";"FLIR";"FLIR";"ТПВ";"ТПВ";"FLIR";"FLIR";"FLIR";"FLIR";"FLIR";"FLIR";"FLIR";"FLIR";"前\t视\t红\t外";"赤外線前方監視装置";"前\t視\t紅\t外";;
"avionics_sensor_radar";"Radar";"Radar";"Radar";"Radar";"Radar";"РЛС";"РЛС";"Radar";"RADAR";"Radar";"Radar";"Radar";"Radar";"Radar";"레이더";"雷\t达";"レーダー";"雷\t達";;
"avionics_sensor_irst";"IRST";"IRST";"IRST";"Infrarotzielsystem";"IRST";"ОЛС";"ОЛС";"IRST";"IRST";"IRST";"IRST";"IRST";"IRST";"IRST";"IRST";"红\t外\t搜\t索\t跟\t踪\t系\t统";"赤外線捜索追尾\tシステム";"紅\t外\t搜\t索\t跟\t蹤\t系\t統";;
"avionics_sensor_tv";"TV";"TV";"TV";"TV";"TV";"ТВ";"ТВ";"TV";"TV";"TV";"TV";"TV";"TV";"TV";"TV";"电\t视\t成\t像\t传\t感\t器";"TV";"電\t視\t成\t像";;
"avionics_sensor_radar_irst";"Radar/IRST";"Radar/IRST";"Radar/IRST";"Radar / Infrarotzielsystem";"Radar/IRST";"РЛС/ОЛС";"РЛС/ОЛС";"Radar/sensor IR";"Radar/IRST";"Radar/IRST";"Radar/IRST";"Radar/IRST";"Radar/IRST";"Radar/IRST";"레이더 / IRST";"雷\t达\t/\t红\t外\t搜\t索\t跟\t踪\t系\t统";"レーダー/赤外線捜索追尾\tシステム";"雷\t達\t／\t紅\t外\t搜\t索\t跟\t蹤\t系\t統";;
"avionics_sensor_rwr";"RWR";"RWR";"SAR";"RWR";"RWR";"СПО";"СПО";"RWR";"RWR";"RWR";"RWR";"RWR";"RWR";"RWR";"RWR";"雷\t达\t告\t警\t接\t收\t器";"レーダー\t警報受信機";"雷\t達\t警\t告\t接\t收\t器";;
"avionics_sensor_lws";"LWR";"LWR";"RAL";"LWR";"LWR";"СПЛО";"СПЛО";"LWR";"LWR";"LWR";"LWR";"LWR";"LWR";"LWR";"LWR";"激\t光\t告\t警\t接\t收\t器";"レーザー\t警報受信機";"雷\t射\t預\t警\t接\t收\t器";;
"avionics_sensor_mlws";"MAW";"MAW";"MAW";"MAW";"MAW";"БКО";"БКО";"MAW";"MAW";"MAW";"MAW";"MAW";"MAW";"MAW";"MAW";"导\t弹\t逼\t近\t告\t警\t系\t统";"ミサイル\t警報装置";"飛\t彈\t近\t接\t警\t示\t器";;
"avionics_aim_spi";"SPI";"SPI";"SPI";"SPI";"SPI";"Точка прицеливания";"Точка прицілювання";"SPI";"SPI";"SPI";"SPI";"SPI";"SPI";"SPI";"SPI";"关\t注\t焦\t点\t传\t感\t器";"SPI";"關\t注\t焦\t點\t傳\t感\t器";;
"avionics_hmd";"HMS";"HMS";"HMS";"HMS";"HMS";"НСЦ";"НСЦ";"HMS";"HMS";"HMS";"HMS";"HMS";"HMS";"HMS";"HMS";"头\t盔\t瞄\t准\t具";"HMS";"頭\t瞄";;
"avionics_aim_laser_designator";"LDR";"LDR";"LDR";"LDR";"LDR";"ЛЦУ";"ЛЦВ";"LDR";"LDR";"LDR";"LDR";"LDR";"LDR";"LDR";"LDR";"激\t光\t测\t距\t指\t示\t器";"レーザー\t照準器";"雷\t射\t指\t示\t器";;
"avionics_countermeasure_ircm";"IRCM";"IRCM";"IRCM";"IRCM";"IRCM";"СОЭП";"СОЕП";"IRCM";"IRCM";"IRCM";"IRCM";"IRCM";"IRCM";"IRCM";"IRCM";"红\t外\t干\t扰\t系\t统";"赤外線妨害装置";"干\t擾\t系\t統";;
"avionics_auto_cm";"Auto C/M";"C/M Auto";"C/M Auto";"Auto C/M";"Auto C/M";"Авто К/М";"Авто К/М";"Auto C/M";"Auto C/M";"Auto C/M";"Auto C/M";"Auto C/M";"Auto C/M";"Auto C/M";"기만체 자동 발사";"干\t扰\t弹\t自\t动\t抛\t射\t系\t统";"オート C/M";"自\t動\t干\t擾\t發\t射\t系\t統";;
"avionics_auto_cm_by_rwr";"RWR";"RWR";"RWR";"Radarwarnanlage";"RWR";"СПО";"СПО";"RWR";"RWR";"RWR";"RWR";"RWR";"RWR";"RWR";"RWR";"雷\t达\t告\t警";"RWR";"雷\t達\t警\t告\t接\t收\t器";;
"avionics_auto_cm_by_mlws";"MAW";"MAW";"MAW";"RWS";"MAW";"БКО";"БКО";"MAW";"MAW";"MAW";"MAW";"MAW";"MAW";"MAW";"MAW";"导\t弹\t逼\t近\t告\t警";"MAW";"飛\t彈\t近\t接\t警\t示\t器";;
"avionics_auto_cm_sensors";"Sensors";"Capteurs";"Sensori";"Sensoren";"Sensores";"Сенсоры";"Сенсори";"Czujniki";"Sensores";"Sensörler";"Senzory";"Sensors";"Sensor";"Sensors";"센서";"联\t动\t传\t感\t器";"センサー";"傳\t感\t器";;
"avionics_auto_cm_programs";"Programs";"Programmes";"Programmi";"Programme";"Programas";"Программы";"Програми";"Programy";"Programas";"Programlar";"Programy";"Programs";"Program";"Programs";"프로그램";"发\t射\t方\t案\t数";"プログラム";"程\t式";;
"CCIP";"CCIP";"CCIP";"CCIP";"CCIP";"CCIP";"Точка попадания";"Приціл";"CCIP";"CCIP";"CCIP";"CCIP";"CCIP";"CCIP";"CCIP";"CCIP";"连\t续\t计\t算\t命\t中\t点";"CCIP";"連\t續\t計\t算\t命\t中\t點";;
"sight_AUTO";"EEGS";"EEGS";"EEGS";"EEGS";"EEGS";"Несинхронная стрельба";"Несинхронний вогонь";"EEGS";"EEGS";"EEGS";"EEGS";"EEGS";"EEGS";"EEGS";"EEGS";"增\t强\t型\t航\t迹\t射\t击\t瞄\t具";"EEGS";"增\t强\t包\t綫\t機\t炮\t瞄\t具";;
"CCRP";"CCRP";"CCRP";"CCRP";"CCRP";"CCRP";"Навигационное бомбометание";"Навігаційне бомбоскидання";"CCRP";"CCRP";"CCRP";"CCRP";"CCRP";"CCRP";"CCRP";"CCRP";"连\t续\t计\t算\t投\t放\t点";"CCRP";"連\t續\t計\t算\t投\t放\t點";;
"modification/night_vision_system";"NVD";"NVD";"NVD";"NVD";"NVD";"ПНВ";"ПНБ";"NVD";"DVN";"NVD";"Noktovize";"NVD";"NVD";"NVD";"NVD";"夜\t视\t仪";"NVD（暗視装置）";"夜\t視\t設\t備";;
"modification/laser_rangefinder_lws";"LWS/LR";"LWS/LR";"LWS/LR";"LWS/LR";"LWS/LR";"СПО/ЛД";"СПО/ЛД";"LWS/LR";"LWS/LR";"LWS/LR";"LWS/LR";"LWS/LR";"LWS/LR";"LWS/LR";"LWS/LR";"激\t光\t测\t距\t仪\t/\t告\t警\t系\t统";"LWS/LR";"鐳\t射\t告\t警\t／\t測\t距";;
"aps/drozd";"Drozd";"Drozd";"Drozd";"Drozd";"Drozd";"Дрозд";"Дрозд";"Drozd";"Drozd";"Drozd";"Drozd";"Drozd";"Drozd";"Drozd";"드로즈드";"鸫";"ドロースト";"鶇";;
"counterMeasures/shtora1";"Shtora-1";"Shtora-1";"Shtora-1";"Shtora-1";"Shtora-1";"Штора-1";"Штора-1";"Sztora-1";"Shtora-1";"Shtora-1";"Štora-1";"Shtora-1";"Shtora-1";"Shtora-1";"쉬토라 1";"窗\t帘\t-1";"シュトーラ\t1";"窗\t簾 -1";;
"counterMeasures/eirel";"EIREL";"EIREL";"EIREL";"EIREL";"EIREL";"EIREL";"EIREL";"EIREL";"EIREL";"EIREL";"EIREL";"EIREL";"EIREL";"EIREL";"EIREL";"EIREL";"EIREL";"EIREL";;
"counterMeasures/an_vlq_8a";"AN/VLQ-8A";"AN/VLQ-8A";"AN/VLQ-8A";"AN/VLQ-8A";"AN/VLQ-8A";"AN/VLQ-8A";"AN/VLQ-8A";"AN/VLQ-8A";"AN/VLQ-8A";"AN/VLQ-8A";"AN/VLQ-8A";"AN/VLQ-8A";"AN/VLQ-8A";"AN/VLQ-8A";"AN/VLQ-8A";"AN/VLQ-8A";"AN/VLQ-8A";"AN/VLQ-8A";;
"sensors/de_gepard_fr";"SAZ pulse doppler monopulse";"SAZ Doppler pulsé monopulse ";"Impulso doppler SAZ";"SAZ Puls Doppler Monopuls";"Pulso doppler monopulso SAZ";"SAZ pulse doppler monopulse";"SAZ pulse doppler monopulse";"Impulsowo-dopplerowski SAZ";"Pulse doppler monopulso SAZ";"SAZ tek darbeli doppler radarı";"SAZ pulzně-dopplerový monopulz";"SAZ pulse doppler monopulse";"SAZ pulse doppler monopulse";"SAZ pulse doppler monopulse";"SAZ 펄스 도플러 모노펄스";"SAZ 脉\t冲\t多\t普\t勒\t单\t脉\t冲";"SAZ\tパルスドップラーモノパルス";"SAZ 脈\t衝\t多\t普\t勒\t單\t脈\t衝";;
"sensors/de_gepard_sr";"SAG MPDR-12";"SAG MPDR-12";"SAG MPDR-12";"SAG MPDR-12";"SAG MPDR-12";"SAG MPDR-12";"SAG MPDR-12";"SAG MPDR-12";"SAG MPDR-12";"SAG MPDR-12";"SAG MPDR-12";"SAG MPDR-12";"SAG MPDR-12";"SAG MPDR-12";"SAG MPDR-12";"SAG MPDR-12";"SAG MPDR-12";"SAG MPDR-12";;
"sensors/su_1rl33";"1RL33";"1RL33";"1RL33";"1RL33";"1RL33";"1РЛ33";"1РЛ33";"1RL33";"1RL33";"1RL33";"1RL33";"1RL33";"1RL33";"1RL33";"1RL33";"1RL33";"1RL33";"1RL33";;
"sensors/su_1rl34";"1RL34";"1RL34";"1RL34";"1RL34";"1RL34";"1РЛ34";"1РЛ34";"1RL34";"1RL34";"1RL34";"1RL34";"1RL34";"1RL34";"1RL34";"1RL34";"1RL34";"1RL34";"1RL34";;
"sensors/su_gneys_5s";"GNEYS-5S";"GNEYS-5S";"GNEYS-5S";"GNEYS-5S";"GNEYS-5S";"ГНЕЙС-5С";"ГНЕЙС-5С";"GNEYS-5S";"GNEYS-5S";"GNEYS-5S";"GNEYS-5S";"GNEYS-5S";"GNEYS-5S";"GNEYS-5S";"GNEYS-5S";"片\t麻\t岩\t-5S";"GNEYS-5S";"GNEYS-5S";;
"engine_manufacturer/chtz";"ChTZ";"ChTZ";"ChTZ";"ChTZ";"ChTZ";"ЧТЗ";"ЧТЗ";"CzTZ";"ChTZ";"ChTZ";"ChTZ";"ChTZ";"ChTZ";"ChTZ";"ChTZ";"车\t里\t雅\t宾\t斯\t克\t拖\t拉\t机\t厂";"ChTZ";"車\t里\t雅\t賓\t斯\t克\t拖\t拉\t機\t廠";;
"engine_model/2v_06_2";"2V-06-2";"2V-06-2";"2V-06-2";"2V-06-2";"2V-06-2";"2В-06-2";"2В-06-2";"2W-06-2";"2V-06-2";"2V-06-2";"2V-06-2";"2V-06-2";"2V-06-2";"2V-06-2";"2V-06-2";"2V-06-2";"2V-06-2";"2V-06-2";;
"engine_model/v_44";"V-44";"V-44";"V-44";"V-44";"V-44";"В-44";"В-44";"W-44";"V-44";"V-44";"V-44";"V-44";"V-44";"V-44";"V-44";"V-44";"V-44";"V-44";;
"engine_model/v_46_5m";"V-46-5M";"V-46-5M";"V-46-5M";"V-46-5M";"V-46-5M";"В-46-5М";"В-46-5М";"W-46-5M";"V-46-5M";"V-46-5M";"V-46-5M";"V-46-5M";"V-46-5M";"V-46-5M";"V-46-5M";"V-46-5M";"V-46-5M";"V-46-5M";;
"engine_model/v_46_6";"V-46-6";"V-46-6";"V-46-6";"V-46-6";"V-46-6";"В-46-6";"В-46-6";"W-46-6";"V-46-6";"V-46-6";"V-46-6";"V-46-6";"V-46-6";"V-46-6";"V-46-6";"V-46-6";"V-46-6";"V-46-6";;
"engine_model/v_54";"V-54";"V-54";"V-54";"V-54";"V-54";"В-54";"В-54";"W-54";"V-54";"V-54";"V-54";"V-54";"V-54";"V-54";"V-54";"V-54";"V-54";"V-54";;
"engine_model/v_55v";"V-55V";"V-55V";"V-55V";"V-55V";"V-55V";"В-55В";"В-55В";"W-55W";"V-55V";"V-55V";"V-55V";"V-55V";"V-55V";"V-55V";"V-55V";"V-55V";"V-55V";"V-55V";;
"engine_model/td_12";"TD-12";"TD-12";"TD-12";"TD-12";"TD-12";"ТД-12";"ТД-12";"TD-12";"TD-12";"TD-12";"TD-12";"TD-12";"TD-12";"TD-12";"TD-12";"TD-12";"TD-12";"TD-12";;
"engine_model/v_84_1";"V-84-1";"V-84-1";"V-84-1";"V-84-1";"V-84-1";"В-84-1";"В-84-1";"W-84-1";"V-84-1";"V-84-1";"V-84-1";"V-84-1";"V-84-1";"V-84-1";"V-84-1";"V-84-1";"V-84-1";"V-84-1";;
"engine_model/v_92s2";"V-92S2";"V-92S2";"V-92S2";"V-92S2";"V-92S2";"В-92С2";"В-92С2";"W-92S2";"V-92S2";"V-92S2";"V-92S2";"V-92S2";"V-92S2";"V-92S2";"V-92S2";"V-92S2";"V-92S2";"V-92S2";;
"engine_manufacturer/klimov";"Klimov";"Klimov";"Klimov";"Klimov";"Klimov";"Климов";"Клімов";"Klimow";"Klimov";"Klimov";"Klimov";"Klimov";"Klimov";"Klimov";"클리모프";"克\t里\t莫\t夫";"クリモフ";"克\t里\t莫\t夫";;
"engine_model/m_43v";"M-43V";"M-43V";"M-43V";"M-43V";"M-43V";"М-43В";"М-43В";"M-43W";"M-43V";"M-43V";"M-43V";"M-43V";"M-43V";"M-43V";"M-43V";"M-43V";"M-43V";"M-43V";;
"engine_model/m-100";"M-100";"M-100";"M-100";"M-100";"M-100";"M-100";"M-100";"M-100";"M-100";"M-100";"M-100";"M-100";"M-100";"M-100";"M-100";"M-100";"M-100";"M-100";;
"engine_model/m-103a";"M-103A";"M-103A";"M-103A";"M-103A";"M-103A";"M-103А";"М-103A";"M-103A";"M-103A";"M-103A";"M-103A";"M-103A";"M-103A";"M-103A";"M-103A";"M-103A";"M-103a";"M-103A";;
"engine_model/vk_105p";"VK-105P";"VK-105P";"VK-105P";"VK-105P";"VK-105P";"ВК-105П";"ВК-105П";"WK-105P";"VK-105P";"VK-105P";"VK-105P";"VK-105P";"VK-105P";"VK-105P";"VK-105P";"VK-105P";"VK-105P";"VK-105P";;
"engine_model/vk_105pf";"VK-105PF";"VK-105PF";"VK-105PF";"VK-105PF";"VK-105PF";"ВК-105ПФ";"ВК-105ПФ";"WK-105PF";"VK-105PF";"VK-105PF";"VK-105PF";"VK-105PF";"VK-105PF";"VK-105PF";"VK-105PF";"VK 105PF";"VK-105PF";"VK-105PF";;
"engine_model/vk_105r";"VK-105R";"VK-105R";"VK-105R";"VK-105R";"VK-105R";"ВК-105Р";"ВК-105Р";"WK-105R";"VK-105R";"VK-105R";"VK-105R";"VK-105R";"VK-105R";"VK-105R";"VK-105R";"VK-105R";"VK-105R";"VK-105R";;
"engine_model/gtd_1250";"GTD-1250";"GTD-1250";"GTD-1250";"GTD-1250";"GTD-1250";"ГТД-1250";"ГТД-1250";"GTD-1250";"GTD-1250";"GTD-1250";"GTD-1250";"GTD-1250";"GTD-1250";"GTD-1250";"GTD-1250";"GTD-1250";"GTD-1250";"GTD-1250";;
"engine_manufacturer/transmash";"Transmash";"Transmash";"Transmash";"Transmash";"Transmash";"Трансмаш";"Трансмаш";"Transmash";"Transmash";"Transmash";"Transmaš";"Transmash";"Transmash";"Transmash";"트란스마쉬";"巴\t尔\t瑙\t尔\t运\t输\t机\t械\t股\t份\t公\t司";"Transmash";"巴\t爾\t瑙\t爾\t運\t輸\t機\t械\t股\t份\t公\t司";;
"engine_model/utd_20";"UTD-20";"UTD-20";"UTD-20";"UTD-20";"UTD-20";"УТД-20";"УТД-20";"UTD-20";"UTD-20";"UTD-20";"UTD-20";"UTD-20";"UTD-20";"UTD-20";"UTD-20";"UTD-20";"UTD-20";"UTD-20";;
"engine_model/udt_23t";"UTD-23";"UTD-23";"UTD-23";"UTD-23";"UTD-23";"УТД-23";"УТД-23";"UTD-23";"UTD-23";"UTD-23";"UTD-23";"UTD-23";"UTD-23";"UTD-23";"UTD-23";"UTD-23";"UTD-23";"UTD-23";;
"engine_model/utd_29";"UTD-29";"UTD-29";"UTD-29";"UTD-29";"UTD-29";"УТД-29";"УТД-29";"UTD-29";"UTD-29";"UTD-29";"UTD-29";"UTD-29";"UTD-29";"UTD-29";"UTD-29";"UTD-29";"UTD-29";"UTD-29";;
"engine_manufacturer/mitsubishi";"Mitsubishi";"Mitsubishi";"Mitsubishi";"Mitsubishi";"Mitsubishi";"Мицубиси";"Mitsubishi";"Mitsubishi";"Mitsubishi";"Mitsubishi";"Mitsubishi";"Mitsubishi";"Mitsubishi";"Mitsubishi";"미쓰비시";"三\t菱";"三菱";"三\t菱";;
"engine_model/ha_32_mod_23";"Ha-32 Mod 23";"Ha-32 Mod 23";"Ha-32 Mod 23";"Ha-32 Mod 23";"Ha-32 Mod 23";"Ха-32 Мод.23";"Ha-32 Mod 23";"Ha-32 Mod 23";"Ha-32 Mod 23";"Ha-32 Mod 23";"Ha-32 Mod 23";"Ha-32 Mod 23";"Ha-32 Mod 23";"Ha-32 Mod 23";"하32 23형";"Ha-32 二\t三\t型";"ハ\t32-23";"ハ\t32-23";;
"engine_model/ha_34_mod_01";"Ha-41";"Ha-41";"Ha-41";"Ha-41";"Ha-41";"Ха-41";"Ha-41";"Ha-41";"Ha-41";"Ha-41";"Ha-41";"Ha-41";"Ha-41";"Ha-41";"하41";"Ha-41";"ハ\t41";"ハ\t41";;
"engine_model/ha_219ru";"Ha-219 Ru";"Ha-219 Ru";"Ha-219 Ru";"Ha-219 Ru";"Ha-219 Ru";"Ха-219 Ру";"Ha-219 Ru";"Ha-219 Ru";"Ha-219 Ru";"Ha-219 Ru";"Ha-219 Ru";"Ha-219 Ru";"Ha-219 Ru";"Ha-219 Ru";"Ha-219 Ru";"Ha-219 Ru";"ハ\t219\tル";"ハ\t219\tル";;
"engine_model/ha_40";"Ha-40";"Ha-40";"Ha-40";"Ha-40";"Ha-40";"Ха-40";"Ha-40";"Ha-40";"Ha-40";"Ha-40";"Ha-40";"Ha-40";"Ha-40";"Ha-40";"하40";"Ha-40";"ハ\t40";"ハ\t40";;
