"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Ukrainian>";"<Polish>";"<Portuguese>";"<Turkish>";"<Czech>";"<Greek>";"<Indonesian>";"<Thai>";"<Korean>";"<Chinese>";"<Japanese>";"<TChinese>";"<Comments>";"<max_chars>"
"consentWnd/main/partners";"Partners";"Partenaires";"Partner";"Partner";"Socios";"Партнеры";"Партнери";"Partnerzy";"Parceiros";"Ortaklar";"Partneři";"Συνεργάτες";"Mitra";"พันธมิตร";"파트너";"合\t作\t伙\t伴";"パートナー";"合\t作\t夥\t伴";;
"consentWnd/main/manage";"Manage options";"Gérer les options";"Gestisci opzioni";"Verwalten der Optionen";"Gestionar opciones";"Управление параметрами";"Керування опціями";"Zarządzaj opcjami";"Gerir opções";"Ayarları yönet";"Spravovat nastavení";"Διαχείριση επιλογών";"Kelola opsi";"จัดการตัวเลือก";"설정 변경";"管\t理\t选\t项";"オプションの\t管理";"管\t理\t選\t項";;
"consentWnd/btns/consent";"Consent";"Je consens";"Consenti";"Zustimmung";"Consentir";"Согласиться";"Дозволити";"Zgoda";"Autorizar";"İzin ver";"Souhlasím";"Συναινώ";"Setuju";"ยินยอม";"동의합니다";"允\t许";"同意";"同\t意";;
"consentWnd/btns/notConsent";"Do not consent";"Je ne consens pas";"Non consentire";"Keine Einwilligung";"No consentir";"Не соглашаться";"Не дозволяти";"Nie wyrażam zgody";"Não autorizar";"İzin verme";"Nesouhlasím";"Δεν συναινώ";"Tidak Setuju";"ไม่ยินยอม";"동의하지 않습니다";"不\t允\t许";"同意しない";"不\t同\t意";;
"consentWnd/partners/header/google";"Google LLC";"Google LLC";"Google LLC";"Google LLC";"Google LLC";"Google LLC";"Google LLC";"Google LLC";"Google LLC";"Google LLC";"Google LLC";"Google LLC";"Google LLC";"Google LLC";"Google LLC";"谷\t歌 LLC";"Google LLC";"Google LLC";;
"consentWnd/partners/header/huawei";"Huawei Technologies Co., Ltd.";"Huawei Technologies Co., Ltd.";"Huawei Technologies Co., Ltd.";"Huawei Technologies Co., Ltd.";"Huawei Technologies Co., Ltd.";"Huawei Technologies Co., Ltd.";"Huawei Technologies Co, Ltd.";"Huawei Technologies Co., Ltd.";"Huawei Technologies Co., Ltd.";"Huawei Technologies Co., Ltd.";"Huawei Technologies Co., Ltd.";"Huawei Technologies Co., Ltd.";"Huawei Technologies Co., Ltd.";"Huawei Technologies Co., Ltd.";"Huawei Technologies Co., Ltd.";"华\t为\t技\t术 Co., Ltd.";"Huawei Technologies Co., Ltd.";"Huawei Technologies Co., Ltd.";;
"consentWnd/partners/header/meta";"Meta Platforms, Inc.";"Meta Platforms, Inc.";"Meta Platforms, Inc.";"Meta Platforms, Inc.";"Meta Platforms, Inc.";"Meta Platforms, Inc.";"Meta Platforms, Inc.";"Meta Platforms, Inc.";"Meta Platforms, Inc.";"Meta Platforms, Inc.";"Meta Platforms, Inc.";"Meta Platforms, Inc.";"Meta Platforms, Inc.";"Meta Platforms, Inc.";"Meta Platforms, Inc.";"Meta 平\t台, Inc.";"Meta Platforms, Inc.";"Meta Platforms, Inc.";;
"consentWnd/partners/header/unity";"Unity LLC";"Unity LLC";"Unity LLC";"Unity LLC";"Unity LLC";"Unity LLC";"Unity LLC";"Unity LLC";"Unity LLC";"Unity LLC";"Unity LLC";"Unity LLC";"Unity LLC";"Unity LLC";"Unity LLC";"Unity LLC";"Unity LLC";"Unity LLC";;
"consentWnd/partners/header/policy";"Privacy Policy";"Politique de confidentialité";"Politica Privacy";"Datenschutzerklärung";"Política de Privacidad";"Политика конфиденциальности";"Політика конфіденційності";"Polityka Prywatności";"Política de Privacidade";"Gizlilik Politikası";"Ochrana soukromí";"Πολιτική απορρήτου";"Kebijakan Privasi";"นโยบายความเป็นส่วนตัว";"개인정보 정책";"隐\t私\t政\t策";"プライバシーポリシー";"隱\t私\t政\t策";;
"consentWnd/manage/ad_personalization";"Select personalized advertising and create profiles for it";"Sélectionner des publicités personnalisées et créer des profils pour celles-ci";"Sceglie le pubblicità personalizzate e crea profili per esse";"Personalisierte Werbung auswählen und Profile dafür erstellen";"Selecciona publicidad personalizada y crea perfiles para ella";"Выбирайте персонализированную рекламу и создавайте для нее профили";"Обирайте персоналізовану рекламу та створюйте для неї профілі";"Wybierz spersonalizowane reklamy i utwórz dla nich profile";"Selecionar publicidade personalizada e criar perfis para a mesma";"Kişiselleştirilmiş reklamları seçme ve uygun profiller oluşturma";"Vybrat personalizovanou reklamu a vytvořit pro ni profily";"Επιλέξτε εξατομικευμένη διαφήμιση και δημιουργήστε προφίλ για αυτήν";"Memilih iklan yang dipersonalisasi dan membuat profil untuknya";"เลือกการนำเสนอโฆษณาที่ปรับเปลี่ยนให้เหมาะกับแต่ละบุคคล และสร้างโปรไฟล์สำหรับจุดประสงค์ดังกล่าว";"개인화된 광고를 선택하고, 프로필을 생성하십시오.";"启\t用\t个\t性\t化\t广\t告\t推\t送\t功\t能\t并\t建\t立\t用\t户\t画\t像";"パーソナライズされた\t広告の\t選択と\tプロファイルの\t作成";"選\t擇\t客\t製\t化\t廣\t告\t並\t建\t立\t相\t關\t的\t設\t定\t檔";;
"consentWnd/manage/desc/ad_personalization";"Advertising that you see in our application can be tailored to your advertising profiles. These profiles can capture your interactions within this application or across other services and applications, including potential interests and personal aspects. Information about your activity within this application may be collected and merged with other information about you to create user profiles used for personalized advertising";"Les publicités que vous pouvez voir dans notre application peuvent être adaptées à vos profils publicitaires. Ces profils peuvent enregistrer vos interactions dans cette application ou sur d'autres services et applications, dont vos intérêts potentiels et traits personnels. Les informations concernant votre activité dans cette application peuvent être collectées et fusionnées avec d'autres informations vous concernant pour créer des profils d'utilisateur utilisés pour personnaliser les publicités";"Le pubblicità che vedi sulla nostra applicazione possono essere su misura per il tuo profilo. Questi profili possono raccogliere le tue interazioni con questa applicazione ed altri servizi includendo gli aspetti personali e di potenziale interesse. Le informazioni sulla tua attività con questa applicazione possono essere raccolte ed unite ad altre per creare profili utenti per pubblicità personalizzate";"Die Werbung, die du in unserer Anwendung siehst, kann auf deine Werbeprofile zugeschnitten sein. Diese Profile können deine Interaktionen innerhalb dieser Anwendung oder über andere Dienste und Anwendungen hinweg erfassen, einschließlich möglicher Interessen und persönlicher Aspekte. Informationen über deine Aktivitäten innerhalb dieser Anwendung können gesammelt und mit anderen Informationen über dich zusammengeführt werden, um Nutzerprofile zu erstellen, die für personalisierte Werbung verwendet werden";"La publicidad que ves en nuestra aplicación puede adaptarse a tus perfiles publicitarios. Estos perfiles pueden capturar tus interacciones dentro de esta aplicación o a través de otros servicios y aplicaciones, incluyendo posibles intereses y aspectos personales. La información sobre tu actividad dentro de esta aplicación puede recopilarse y fusionarse con otra información sobre ti para crear perfiles de usuario utilizados para publicidad personalizada";"Реклама, которую вы видите в нашем приложении, может быть адаптирована к вашим рекламным профилям. Эти профили могут фиксировать ваши взаимодействия в этом приложении или в других службах и приложениях, включая потенциальные интересы и личные аспекты. Информация о вашей активности в этом приложении может собираться и объединяться с другой информацией о вас для создания профилей пользователей, используемых для персонализированной рекламы";"Реклама, яку ви бачите в нашому додатку, може бути адаптована до ваших рекламних профілів. Ці профілі можуть відстежувати ваші взаємодії, зокрема потенційні інтереси й особисті аспекти, у цьому додатку або в інших сервісах і додатках. Інформація про вашу активність у цьому додатку може збиратися й об’єднуватися з іншою інформацією про вас для створення користувацьких профілів, які використовуються для персоналізованої реклами";"Reklamy wyświetlane w naszej aplikacji mogą być dostosowane do profili reklamowych użytkownika. Profile te mogą rejestrować interakcje użytkownika w tej aplikacji lub w innych usługach i aplikacjach, w tym potencjalne zainteresowania i aspekty osobiste. Informacje o aktywności użytkownika w tej aplikacji mogą być gromadzone i łączone z innymi informacjami o użytkowniku w celu tworzenia profili użytkowników wykorzystywanych do spersonalizowanych reklam";"A publicidade que o utilizador vê na nossa aplicação pode ser adaptada aos seus perfis de publicidade. Estes perfis podem captar as suas interações nesta aplicação ou noutros serviços e aplicações, incluindo potenciais interesses e aspetos pessoais. As informações sobre a sua atividade nesta aplicação podem ser recolhidas e combinadas com outras informações sobre si para criar perfis de utilizador utilizados para publicidade personalizada";"Uygulamamızda gördüğünüz reklamlar, reklam profilinize göre özelleştirilebilir. Bu profiller, muhtemel ilgi çekici konular ve kişisel etkiler de dahil olmak üzere sizin bu uygulama ya da diğer hizmet ve uygulamalarda yer alan etkileşimlerinizi tespit eder. Bu uygulamadaki hareketleriniz toplanabilir ve sizle ilgili diğer bilgilerle birleştirilecek kişiselleştirilmiş reklamlar için bir profiliniz oluşturulabilir";"Reklama, která se zobrazuje v naší aplikaci, může být přizpůsobena vašim reklamním profilům. Tyto profily mohou zachycovat vaše interakce v rámci této aplikace nebo v jiných službách a aplikacích, včetně potenciálních zájmů a osobních aspektů. Informace o vaší aktivitě v rámci této aplikace mohou být shromažďovány a spojovány s dalšími informacemi o vás za účelem vytvoření uživatelských profilů používaných pro personalizovanou reklamu";"Οι διαφημίσεις που βλέπετε στην εφαρμογή μας μπορούν να προσαρμοστούν στα διαφημιστικά σας προφίλ. Αυτά τα προφίλ μπορούν να καταγράφουν τις αλληλεπιδράσεις σας εντός αυτής της εφαρμογής ή και σε άλλες υπηρεσίες και εφαρμογές, συμπεριλαμβανομένων πιθανών ενδιαφερόντων και προσωπικών προτιμήσεων. Πληροφορίες σχετικά με τη δραστηριότητά σας εντός αυτής της εφαρμογής ενδέχεται να συλλέγονται και να συνδυάζονται με άλλες πληροφορίες για εσάς προκειμένου να δημιουργηθούν προφίλ χρήστη που χρησιμοποιούνται για εξατομικευμένες διαφημίσεις";"Iklan yang kamu lihat di aplikasi kami bisa disesuaikan dengan berbagai profil iklanmu. Berbagai profil ini bisa mencatat interaksimu di dalam aplikasi ini atau di seluruh layanan dan aplikasi lain, termasuk potensi minat dan aspek pribadi. Informasi tentang aktivitasmu dalam aplikasi ini bisa dikumpulkan dan digabungkan dengan informasi lain tentang dirimu untuk membuat profil pengguna yang digunakan untuk iklan yang dipersonalisasi";"เราสามารถคัดสรรโฆษณาที่คุณเห็นในแอปพลิเคชันตามโปรไฟล์โฆษณาที่คุณสนใจได้ โปรไฟล์เหล่านี้จะรวบรวมปฏิสัมพันธ์ต่างๆ ของคุณในแอปพลิเคชันนี้หรือจากบริการและแอปพลิเคชันอื่นๆ ซึ่งประกอบด้วยสิ่งที่คุณอาจให้ความสนใจและข้อมูลส่วนบุคคลต่างๆ ข้อมูลเกี่ยวกับกิจกรรมของคุณภายในแอปพลิเคชันนี้อาจได้รับการเก็บรวบรวมและผสานกับข้อมูลอื่นๆ เกี่ยวกับคุณเพื่อสร้างโปรไฟล์ผู้ใช้สำหรับนำเสนอการโฆษณาที่ปรับเปลี่ยนให้เหมาะกับคุณ";"앱에 표시되는 광고는 귀하의 광고 프로필에 맞 제작되었습니다. 프로필 정보는 해당 애플리케이션 및 기타 서비스의 애플리케이션과의 상호 작용을 포착하여 서비스 제공자가 잠재적인 관심 및 기타 측면에 대한 정보를 예측할 수 있도록 합니다. 플레이어의 활동은 이 애플리케이션을 통해 수집되고 다른 관련 정보와 통합되어 맞춤형 푸시 콘텐츠를 제공하기 위해 개인 프로필을 생성하는 데 사용될 수 있습니다.";"应\t用\t中\t展\t示\t的\t广\t告\t推\t送\t是\t根\t据\t您\t的\t推\t广\t档\t案\t量\t身\t打\t造\t的。\t该\t档\t案\t信\t息\t能\t够\t捕\t捉\t您\t与\t本\t应\t用\t程\t序\t乃\t至\t其\t他\t服\t务\t应\t用\t的\t交\t互\t情\t况，\t供\t服\t务\t方\t了\t解\t您\t的\t潜\t在\t兴\t趣\t和\t其\t他\t方\t面\t的\t信\t息。\t玩\t家\t在\t本\t应\t用\t程\t序\t中\t的\t活\t动\t情\t况\t可\t能\t会\t被\t收\t集\t并\t与\t其\t他\t相\t关\t信\t息\t合\t并，\t用\t于\t创\t建\t个\t人\t用\t户\t画\t像\t提\t供\t定\t制\t化\t推\t送\t内\t容。";"当社の\tアプリで\t表示される\t広告は、\tお\t客様の\t広告\tプロファイルに\t合わせて\t調整することができます。\tこれらの\tプロファイルは、\t潜在的な\t興味や\t個人的な\t側面を\t含め、\t本\tアプリ\t内または\t他の\tサービスおよび\tアプリにわたるお\t客様のやり\t取りを\t記録することができます。\t本\tアプリ\t内でのお\t客様の\tアクティビティに\t関する\t情報は、\tパーソナライズされた\t広告に\t使用される\tユーザープロファイルを\t作成するために\t収集され、\tお\t客様に\t関する\t他の\t情報と\t統合される\t場合があります。";"你\t在\t我\t們\t應\t用\t程\t式\t中\t看\t到\t的\t廣\t告\t可\t能\t會\t根\t據\t你\t的\t廣\t告\t設\t定\t檔\t進\t行\t客\t製\t化。\t這\t些\t個\t設\t定\t檔\t可\t以\t擷\t取\t你\t與\t這\t個\t應\t用\t程\t式\t或\t其\t他\t服\t務\t和\t應\t用\t程\t式\t之\t間\t的\t互\t動，\t包\t括\t潛\t在\t興\t趣\t和\t個\t人\t方\t面\t的\t資\t訊。\t有\t關\t你\t在\t這\t個\t應\t用\t程\t式\t中\t的\t活\t動\t的\t資\t訊\t可\t能\t會\t被\t加\t以\t收\t集\t並\t與\t有\t關\t你\t的\t其\t他\t資\t訊\t合\t併，\t以\t建\t立\t用\t於\t客\t製\t化\t廣\t告\t的\t使\t用\t者\t設\t定\t檔。";;
"consentWnd/manage/ad_user_data";"Understand audience through statistics or combination of data from different sources";"Comprendre l'audience via des statistiques ou une combinaison de données de différentes sources";"Capisce l'audience attraverso le statistiche o la combinazione di dati da varie fonti";"Verstehen der Zielgruppe durch Statistiken oder Kombination von Daten aus verschiedenen Quellen";"Comprender a la audiencia mediante estadísticas o la combinación de datos de distintas fuentes";"Понимайте аудиторию с помощью статистики или комбинации данных из разных источников";"Зрозумійте аудиторію за допомогою статистики або поєднання даних із різних джерел";"Zrozumienie odbiorców dzięki statystykom lub połączeniu danych z różnych źródeł";"Compreender o público através de estatísticas ou da combinação de dados de diferentes fontes";"İstatistikler ve farklı kaynaklardan toplanan verileri kullanarak topluluğu anlamak";"Porozumění publiku prostřednictvím statistik nebo kombinace dat z různých zdrojů";"Κατανόηση του κοινού μέσω στατιστικών στοιχείων ή συνδυασμού δεδομένων από διαφορετικές πηγές";"Memahami audiens melalui statistik atau kombinasi data dari berbagai sumber";"ทำความเข้าใจผู้ใช้งานผ่านสถิติหรือชุดข้อมูลจากหลายแหล่ง";"다양한 출처의 통계 또는 데이터 조합을 통한 사용자 이해";"通\t过\t直\t接\t数\t据\t或\t结\t合\t不\t同\t渠\t道\t信\t息\t了\t解\t受\t众\t需\t求";"統計または\t異なる\t情報源からの\tデータの\t組み\t合わせにより、\t利用者を\t理解する";"透\t過\t統\t計\t數\t據\t或\t來\t自\t不\t同\t來\t源\t的\t整\t體\t資\t料\t了\t解\t受\t眾";;
"consentWnd/manage/desc/ad_user_data";"Merging various data sets, such as user profiles, statistics, market research, and analytics data, related to your and other users' engagement with advertising or content to understand the audience and pinpoint shared traits";"Fusionner différents ensembles de données, tels que les profils des utilisateurs, des statistiques, des études de marché et des données analytiques liées à votre interaction et à celle des autres utilisateurs avec la publicité ou le contenu pour comprendre notre audience et identifier des traits communs";"Unendo vari set di dati, come quelli dei profili dei giocatori, statistiche, ricerche di mercato e dati analitici relativi al tuoi impegni con contenuti o pubblicità per capire i punti cardine e i tratti in comune";"Zusammenführung verschiedener Datensätze, wie z. B. Nutzerprofile, Statistiken, Marktforschungs- und Analysedaten, die sich auf Ihr Engagement und das anderer Nutzer in Bezug auf Werbung oder Inhalte beziehen, um die Zielgruppe zu verstehen und gemeinsame Merkmale zu ermitteln";"Fusionar varios conjuntos de datos, como perfiles de usuario, estadísticas, estudios de mercado y datos analíticos, relacionados con tu participación y la de otros usuarios en la publicidad o los contenidos, para comprender a la audiencia y señalar los rasgos compartidos";"Объединение различных наборов данных, таких как профили пользователей, статистика, данные исследований рынка и аналитические данные, связанные с взаимодействием вас и других пользователей с рекламой или контентом, для понимания аудитории и выявления общих черт";"Щоби зрозуміти аудиторію та виявити спільні риси, об’єднуйте різні набори даних, як-от користувацькі профілі, статистику, маркетингові дослідження й аналітичні дані, пов’язані з взаємодією користувачів із рекламою або вмістом";"Łączenie różnych zestawów danych, takich jak profile użytkowników, statystyki, badania rynku i dane analityczne, związane z zaangażowaniem użytkownika i innych użytkowników w reklamy lub treści w celu zrozumienia odbiorców i określenia wspólnych cech";"Fusão de vários conjuntos de dados, como perfis de utilizadores, estatísticas, estudos de mercado e dados analíticos, relacionados com o seu envolvimento e o de outros utilizadores com publicidade ou conteúdos, para compreender o público e identificar características partilhadas";"Sizin ve diğer kullanıcıların kullanıcı profilleri, istatistikler, pazar araştırmaları, analitik verileri ve reklamlarla etkileşimleri gibi çeşitli veri setleri birleştirilerek reklamlar için topluluğun anlaşılması ve ortak özelliklerinin bulunması";"Sloučení různých souborů dat, jako jsou profily uživatelů, statistiky, průzkum trhu a analytické údaje, které se týkají vašeho zapojení a zapojení ostatních uživatelů do reklamy nebo obsahu, pro pochopení publika a určení společných rysů";"Συγχώνευση διαφόρων συνόλων δεδομένων, όπως τα προφίλ χρήστη, στατιστικά στοιχεία, έρευνες αγοράς και αναλυτικά δεδομένα που σχετίζονται με την εμπλοκή των δικών σας και άλλων χρηστών με διαφημίσεις ή άλλο περιεχόμενο για την κατανόηση του κοινού και τον εντοπισμό κοινών χαρακτηριστικών";"Menggabungkan berbagai kumpulan data, seperti profil pengguna, statistik, riset pasar, dan data analitis, yang terkait dengan keterlibatanmu dan pengguna lain dengan iklan atau konten untuk memahami audiens dan menunjukkan ciri-ciri yang sama";"ผสมผสานชุดข้อมูลที่หลากหลาย เช่น โปรไฟล์ผู้ใช้, สถิติ, การวิจัยด้านการตลาด, และข้อมูลเชิงวิเคราะห์ เป็นต้น ซึ่งเกี่ยวข้องกับการตอบสนองของคุณและผู้ใช้อื่นๆ ต่อโฆษณาหรือเนื้อหาต่างๆ เพื่อทำความเข้าใจผู้ใช้และระบุลักษณะร่วม";"사용자 프로필, 통계, 시장 조사 및 분석 데이터를 포함한 다양한 사용자 홍보 컨텐츠를 통합하여 시청자에 대한 이해를 높이고 공통적인 특징을 발굴합니다.";"融\t合\t包\t括\t用\t户\t画\t像、\t统\t计\t数\t据、\t市\t场\t调\t研\t与\t分\t析\t数\t据\t在\t内\t的\t多\t种\t用\t户\t推\t广\t内\t容\t交\t互\t信\t息\t以\t增\t进\t对\t受\t众\t的\t了\t解\t并\t发\t掘\t共\t同\t特\t征";"ユーザープロフィール、\t統計、\t市場調査、\tアナリティクスデータなど、\t広告や\tコンテンツに\t対する\tユーザーや\t他の\tユーザーの\tエンゲージメントに\t関連するさまざまな\tデータセットを\t統合し、\t利用者を\t理解し、\t共通の\t特徴を\t見つける";"合\t併\t各\t種\t數\t據\t組\t（如\t使\t用\t者\t設\t定\t檔、\t統\t計\t數\t據、\t市\t場\t研\t究\t和\t分\t析\t數\t據，\t且\t這\t些\t資\t訊\t與\t你\t和\t其\t他\t使\t用\t者\t對\t廣\t告\t或\t內\t容\t的\t參\t與\t程\t度\t有\t關），\t以\t了\t解\t受\t眾\t並\t找\t出\t共\t同\t特\t徵。";;
"consentWnd/manage/ad_storage";"Personalized advertising";"Publicités personnalisées";"Pubblicità personalizzate";"Personalisierte Werbung";"Publicidad personalizada";"Персонализированная реклама";"Персоналізована реклама";"Spersonalizowana reklama";"Publicidade personalizada";"Kişiselleştirilmiş reklamlar";"Personalizovaná reklama";"Εξατομικευμένες διαφημίσεις";"Iklan yang dipersonalisasi";"การโฆษณาที่ปรับเปลี่ยนให้เหมาะกับแต่ละบุคคล";"개인화된 광고";"定\t制\t化\t推\t广";"パーソナライズされた\t広告";"客\t製\t化\t廣\t告";;
"consentWnd/manage/desc/ad_storage";"Technical data will be processed to present you non-personalised ads in the application";"Les données techniques seront analysées pour vous présenter des publicités non personnalisées dans l'application";"I dati tecnici verranno processati per presentarti pubblicità non personalizzate nell'applicazione";"Die technischen Daten werden verarbeitet, um dir nicht-personalisierte Werbung in der Anwendung zu präsentieren";"Los datos técnicos se procesarán para presentarte anuncios no personalizados en la aplicación";"Технические данные будут обработаны для показа вам неперсонализированной рекламы в приложении";"Технічні дані оброблятимуться так, щоби показувати вам не персоналізовану рекламу в додатку";"Dane techniczne będą przetwarzane w celu prezentowania niespersonalizowanych reklam w aplikacji";"Os dados técnicos serão tratados para lhe apresentar anúncios não personalizados na aplicação";"Teknik veriler işlenerek size uygulamada kişiselleştirilmemiş reklamlar gösterilecektir";"Technické údaje budou zpracovány za účelem zobrazení nepersonalizovaných reklam v aplikaci";"Τα τεχνικά δεδομένα θα υποβληθούν σε επεξεργασία για να σας παρουσιάζουμε μη εξατομικευμένες διαφημίσεις στην εφαρμογή";"Data teknis akan diproses untuk menampilkan iklan yang tidak dipersonalisasi dalam aplikasi";"ข้อมูลเชิงเทคนิคจะได้รับการประมวลผลเพื่อนำเสนอการโฆษณาที่ไม่ได้ปรับเปลี่ยนให้เหมาะกับแต่ละบุคคลในแอปพลิเคชัน";"기술적 데이터는 해당 애플리케이션에서 개인화된 광고를 표시하기 위해 처리됩니다";"技\t术\t资\t料\t将\t进\t行\t匿\t名\t化\t处\t理，\t应\t用\t内\t不\t再\t提\t供\t定\t制\t化\t广\t告\t内\t容";"技術\tデータは、\tアプリで\tパーソナライズされていない\t広告を\t表示するために\t処理されます";"我\t們\t會\t處\t理\t技\t術\t資\t料\t以\t在\t應\t用\t程\t式\t中\t提\t供\t非\t客\t製\t化\t廣\t告";;
"consentWnd/manage/analytics_storage";"Measure advertising performance";"Mesurer les performances des publicités";"Misura delle performance delle pubblicità";"Messung der Werbeleistung";"Medir el rendimiento publicitario";"Измеряйте эффективность рекламы";"Визначайте ефективність реклами";"Mierzenie skuteczności reklam";"Medir o desempenho da publicidade";"Reklam performansını ölçme";"Měření reklamního výkonu";"Μέτρηση της απόδοσης των διαφημίσεων";"Mengukur kinerja iklan";"วัดประสิทธิภาพของการโฆษณา";"광고 성능 측정";"评\t估\t广\t告\t效\t果";"広告\tパフォーマンスの\t評価";"評\t估\t廣\t告\t效\t果";;
"consentWnd/manage/desc/analytics_storage";"Information about which ads were presented to you, how you interacted with them might be used to analyze how relevant advertising is and whether its goals were achieved";"Des informations concernant quelles publicités vous ont été présentées et comment vous avez intéragi avec elles peuvent être utilisées pour analyser la pertinence des publicités et si leur but a été atteint";"Informazioni su quali pubblicità ti vengono presentate, l'interazione con esse può essere utilizzata per analizzare quanto è rilevante la pubblicità e se l'obbiettivo è stato raggiunto";"Informationen darüber, welche Anzeigen dir präsentiert wurden und wie du mit ihnen interagiert hast, können verwendet werden, um zu analysieren, wie relevant die Werbung ist und ob ihre Ziele erreicht wurden";"La información sobre qué anuncios se te presentaron y cómo interactuaste con ellos podría utilizarse para analizar la relevancia de la publicidad y si se alcanzaron sus objetivos";"Информация о том, какие объявления вам были показаны, как вы с ними взаимодействовали, может быть использована для анализа того, насколько релевантна реклама и достигнуты ли ее цели";"Інформація про те, яку рекламу вам показували та як ви з нею взаємодіяли, може використовуватися для аналізу того, наскільки релевантною є реклама та чи були досягнуті її цілі";"Informacje o tym, które reklamy były wyświetlane użytkownikowi, w jaki sposób wchodził on w interakcję z nimi, mogą być wykorzystywane do analizy trafności reklam i tego, czy ich cele zostały osiągnięte";"As informações sobre os anúncios que lhe foram apresentados e a forma como interagiu com eles podem ser utilizadas para analisar a relevância da publicidade e se os seus objetivos foram cumpridos";"Size sağlanan reklamlar hakkındaki bilgi, sizin reklamlarla nasıl etkileştiğiniz reklamların ne kadar ilgili ve hedefe yönelik olduğu konusunda bilgi sağlar";"Informace o tom, které reklamy vám byly zobrazeny a jak jste s nimi komunikovali, mohou být použity k analýze toho, jak relevantní je reklama a zda bylo dosaženo jejích cílů";"Οι πληροφορίες σχετικά με το ποιες διαφημίσεις προβλήθηκαν σε σας και ο τρόπος με τον οποίο αλληλεπιδράσατε με αυτές μπορεί να χρησιμοποιηθούν για να αναλυθεί πόσο σχετική είναι η διαφήμιση και κατά πόσο επιτεύχθηκαν οι στόχοι της";"Informasi tentang iklan mana yang disajikan kepadamu, bagaimana kamu berinteraksi dengan iklan itu bisa digunakan untuk menganalisis seberapa relevan iklan itu dan apakah tujuannya tercapai";"ข้อมูลที่ระบุว่าเรานำเสนอโฆษณาใดกับคุณ และการตอบสนองของคุณต่อโฆษณาเหล่านั้นอาจได้รับการนำไปใช้เพื่อวิเคราะห์ความเกี่ยวข้องกับความสนใจของคุณ และพิจารณาว่าโฆษณานั้นบรรลุจุดมุ่งหมายหรือไม่";"귀하에게 표시되는 광고에 관한 정보와 광고에 대한 상호작용 등의 정보를 수집하여 맞춤형 프로모션 내용의 관련성 및 효과를 분석합니다.";"应\t用\t可\t能\t会\t收\t集\t向\t玩\t家\t呈\t现\t的\t广\t告\t类\t型\t以\t及\t玩\t家\t与\t广\t告\t的\t互\t动\t方\t式\t等\t信\t息，\t用\t于\t分\t析\t定\t制\t化\t推\t广\t内\t容\t的\t相\t关\t性\t以\t及\t效\t果";"どのような\t広告が\t表示されたか、\tそれらにどう\t反応したかに\t関する\t情報は、\t広告がどの\t程度関連性があるか、\tその\t目標が\t達成されたかどうかを\t分析するために\t使用される\t場合があります";"有\t關\t如\t何\t呈\t現\t廣\t告\t給\t你\t以\t及\t你\t如\t何\t與\t廣\t告\t互\t動\t的\t資\t訊，\t可\t能\t會\t被\t用\t來\t分\t析\t廣\t告\t的\t攸\t關\t性\t及\t廣\t告\t達\t成\t目\t標\t的\t效\t果";;
"consentWnd/manage/acceptAll";"Accept all";"Tout accepter";"Accetta tutti";"Alle akzeptieren";"Aceptar todo";"Принять все";"Прийняти все";"Zaakceptuj wszystko";"Aceitar tudo";"Hepsini kabul et";"Přijmout vše";"Αποδοχή όλων";"Terima semua";"ยอมรับทั้งหมด";"모두 동의";"全\t部\t接\t受";"すべて\t承諾する";"接\t受\t全\t部";;
"consentWnd/manage/acceptChoosen";"Confirm choices";"Confirmer les choix";"Conferma scelte";"Auswahlen bestätigen";"Confirmar elecciones";"Подтвердить выбор";"Підтвердьте вибір";"Potwierdź wybór";"Confirmar escolhas";"Seçimleri onayla";"Potvrdit volby";"Επιβεβαίωση επιλογών";"Konfirmasi pilihan";"ยืนยันตัวเลือก";"결정";"确\t认\t选\t择";"選択を\t確認";"確\t認\t選\t擇";;
"mainmenu/offlineBattles";"Offline battles";"Batailles hors-ligne";"Battaglie offline";"Offline-Schlachten";"Batallas sin conexión";"Офлайновые бои";"Битви офлайн";"Bitwy offline";"Combates offline";"Çevrimdışı savaşlar";"Offline bitvy";"Offline μάχες";"Pertempuran offline";"การต่อสู้ออฟไลน์";"오프라인 전투";"离\t线\t战\t斗";"オフラインバトル";"離\t線\t戰\t鬥";;
"mainmenu/btnSingleLocalMission";"Start single offline battle";"Commencer une bataille unique hors ligne";"Inizia una battaglia offline singola";"Einzelne Offline-Schlacht starten";"Iniciar batalla individual offline";"Запустить одиночный офлайн бой";"Запустити одиночну битву офлайн";"Rozpocznij bitwę offline dla pojedynczego gracza";"Começar batalha individual offline";"Tek kişilik çevrimdışı savaş başlat";"Zahájení jedné offline bitvy";"Έναρξη μονομαχίας εκτός σύνδεσης";"Memulai pertempuran offline tunggal";"เริ่มการต่อสู้เดี่ยวออฟไลน์";"오프라인 단독 전투 시작";"开\t始\t单\t人\t离\t线\t战\t斗";"シングルオフラインバトルを\t開始する";"開\t始\t單\t次\t離\t線\t戰\t鬥";;
