"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Ukrainian>";"<Polish>";"<Portuguese>";"<Turkish>";"<Czech>";"<Greek>";"<Indonesian>";"<Thai>";"<Korean>";"<Chinese>";"<Japanese>";"<TChinese>";"<Comments>";"<max_chars>"
"nda_version";"-1";"-1";"-1";"-1";"-1";"-1";"-1";"-1";"-1";"-1";"-1";"-1";"-1";"-1";"-1";"-1";"-1";"-1";;
"nda_version_tanks";"-1";"-1";"-1";"-1";"-1";"-1";"-1";"-1";"-1";"-1";"-1";"-1";"-1";"-1";"-1";"-1";"-1";"-1";;
"url/custom_purchase";;;;;;;;;;;;;;;;;;;;
"url/custom_purchase/eagles";;;;;;;;;;;;;;;;;;;;
"url/custom_purchase/unit";;;;;;;;;;;;;;;;;;;;
"url/2step/signInTroubles";"https://support.gaijin.net/hc/en-us/articles/203623622-How-to-set-up-the-Two-Step-Authorization-Google-Authenticator-";"https://support.gaijin.net/hc/en-us/articles/203623622-How-to-set-up-the-Two-Step-Authorization-Google-Authenticator-";"https://support.gaijin.net/hc/en-us/articles/203623622-How-to-set-up-the-Two-Step-Authorization-Google-Authenticator-";"https://support.gaijin.net/hc/en-us/articles/203623622-How-to-set-up-the-Two-Step-Authorization-Google-Authenticator-";"https://support.gaijin.net/hc/en-us/articles/203623622-How-to-set-up-the-Two-Step-Authorization-Google-Authenticator-";"https://support.gaijin.net/hc/ru/articles/203623622-How-to-set-up-the-Two-Step-Authorization-Google-Authenticator-";"https://support.gaijin.net/hc/en-us/articles/203623622-How-to-set-up-the-Two-Step-Authorization-Google-Authenticator-";"https://support.gaijin.net/hc/en-us/articles/203623622-How-to-set-up-the-Two-Step-Authorization-Google-Authenticator-";"https://support.gaijin.net/hc/en-us/articles/203623622-How-to-set-up-the-Two-Step-Authorization-Google-Authenticator-";"https://support.gaijin.net/hc/en-us/articles/203623622-How-to-set-up-the-Two-Step-Authorization-Google-Authenticator-";"https://support.gaijin.net/hc/en-us/articles/203623622-How-to-set-up-the-Two-Step-Authorization-Google-Authenticator-";"https://support.gaijin.net/hc/en-us/articles/203623622-How-to-set-up-the-Two-Step-Authorization-Google-Authenticator-";"https://support.gaijin.net/hc/en-us/articles/203623622-How-to-set-up-the-Two-Step-Authorization-Google-Authenticator-";"https://support.gaijin.net/hc/en-us/articles/203623622-How-to-set-up-the-Two-Step-Authorization-Google-Authenticator-";"https://support.gaijin.net/hc/en-us/articles/203623622-How-to-set-up-the-Two-Step-Authorization-Google-Authenticator-";"https://support.gaijin.net/hc/en-us/articles/203623622-How-to-set-up-the-Two-Step-Authorization-Google-Authenticator-";"https://support.gaijin.net/hc/en-us/articles/203623622-How-to-set-up-the-Two-Step-Authorization-Google-Authenticator-";"https://support.gaijin.net/hc/en-us/articles/203623622-How-to-set-up-the-Two-Step-Authorization-Google-Authenticator-";;
"url/2step/restoreProfile";"https://login.gaijin.net/en/profile/restore/auth/";"https://login.gaijin.net/en/profile/restore/auth/";"https://login.gaijin.net/en/profile/restore/auth/";"https://login.gaijin.net/en/profile/restore/auth/";"https://login.gaijin.net/en/profile/restore/auth/";"https://login.gaijin.net/en/profile/restore/auth/";"https://login.gaijin.net/en/profile/restore/auth/";"https://login.gaijin.net/en/profile/restore/auth/";"https://login.gaijin.net/en/profile/restore/auth/";"https://login.gaijin.net/en/profile/restore/auth/";"https://login.gaijin.net/en/profile/restore/auth/";"https://login.gaijin.net/en/profile/restore/auth/";"https://login.gaijin.net/en/profile/restore/auth/";"https://login.gaijin.net/en/profile/restore/auth/";"https://login.gaijin.net/en/profile/restore/auth/";"https://login.gaijin.net/en/profile/restore/auth/";"https://login.gaijin.net/en/profile/restore/auth/";"https://login.gaijin.net/en/profile/restore/auth/";;
"url/2step/codeApp";"auto_local auto_login https://login.gaijin.net/code/login";"auto_local auto_login https://login.gaijin.net/code/login";"auto_local auto_login https://login.gaijin.net/code/login";"auto_local auto_login https://login.gaijin.net/code/login";"auto_local auto_login https://login.gaijin.net/code/login";"auto_local auto_login https://login.gaijin.net/code/login";"auto_local auto_login https://login.gaijin.net/code/login";"auto_local auto_login https://login.gaijin.net/code/login";"auto_local auto_login https://login.gaijin.net/code/login";"auto_local auto_login https://login.gaijin.net/code/login";"auto_local auto_login https://login.gaijin.net/code/login";"auto_local auto_login https://login.gaijin.net/code/login";"auto_local auto_login https://login.gaijin.net/code/login";"auto_local auto_login https://login.gaijin.net/code/login";"auto_local auto_login https://login.gaijin.net/code/login";"auto_local auto_login https://login.gaijin.net/code/login";"auto_local auto_login https://login.gaijin.net/code/login";"auto_local auto_login https://login.gaijin.net/code/login";;
"mainmenu/legal_text";"© 2023 Gaijin Games";"© 2023 Gaijin Games";"© 2023 Gaijin Games";"© 2023 Gaijin Games";"© 2023 Gaijin Games";"© 2023 Gaijin Games";"© 2023 Gaijin Games";"© 2023 Gaijin Games";"© 2023 Gaijin Games";"© 2023 Gaijin Games";"© 2023 Gaijin Games";"© 2023 Gaijin Games";"© 2023 Gaijin Games";"© 2023 Gaijin Games";"© 2023 Gaijin Games";"© 2023 Gaijin Games";"© 2023 Gaijin Games";"© 2023 Gaijin Games";;
"harmonizationSuffixes";;;;;;;;;;;;;;;;;;;;
"profile/language/en";"Language";"Language";"Language";"Language";"Language";"Language";"Language";"Language";"Language";"Language";"Language";"Language";"Language";"Language";"Language";"Language";"Language";"Language";;
"language/English";"English";"English";"English";"English";"English";"English";"English";"English";"English";"English";"English";"English";"English";"English";"English";"English";"English";"English";;
"language/Russian";"Русский";"Русский";"Русский";"Русский";"Русский";"Русский";"Русский";"Русский";"Русский";"Русский";"Русский";"Русский";"Русский";"Русский";"Русский";"Русский";"Русский";"Русский";;
"language/French";"Français";"Français";"Français";"Français";"Français";"Français";"Français";"Français";"Français";"Français";"Français";"Français";"Français";"Français";"Français";"Français";"Français";"Français";;
"language/Italian";"Italiano";"Italiano";"Italiano";"Italiano";"Italiano";"Italiano";"Italiano";"Italiano";"Italiano";"Italiano";"Italiano";"Italiano";"Italiano";"Italiano";"Italiano";"Italiano";"Italiano";"Italiano";;
"language/German";"Deutsch";"Deutsch";"Deutsch";"Deutsch";"Deutsch";"Deutsch";"Deutsch";"Deutsch";"Deutsch";"Deutsch";"Deutsch";"Deutsch";"Deutsch";"Deutsch";"Deutsch";"Deutsch";"Deutsch";"Deutsch";;
"language/Spanish";"Español";"Español";"Español";"Español";"Español";"Español";"Español";"Español";"Español";"Español";"Español";"Español";"Español";"Español";"Español";"Español";"Español";"Español";;
"language/Polish";"Polski";"Polski";"Polski";"Polski";"Polski";"Polski";"Polski";"Polski";"Polski";"Polski";"Polski";"Polski";"Polski";"Polski";"Polski";"Polski";"Polski";"Polski";;
"language/Czech";"Česky";"Česky";"Česky";"Česky";"Česky";"Česky";"Česky";"Česky";"Česky";"Česky";"Česky";"Česky";"Česky";"Česky";"Česky";"Česky";"Česky";"Česky";;
"language/Hungarian";"Magyar";"Magyar";"Magyar";"Magyar";"Magyar";"Magyar";"Magyar";"Magyar";"Magyar";"Magyar";"Magyar";"Magyar";"Magyar";"Magyar";"Magyar";"Magyar";"Magyar";"Magyar";;
"language/Serbian";"Srpski";"Srpski";"Srpski";"Srpski";"Srpski";"Srpski";"Srpski";"Srpski";"Srpski";"Srpski";"Srpski";"Srpski";"Srpski";"Srpski";"Srpski";"Srpski";"Srpski";"Srpski";;
"language/Belarusian";"Беларуская";"Беларуская";"Беларуская";"Беларуская";"Беларуская";"Беларуская";"Беларуская";"Беларуская";"Беларуская";"Беларуская";"Беларуская";"Беларуская";"Беларуская";"Беларуская";"Беларуская";"Беларуская";"Беларуская";"Беларуская";;
"language/Ukrainian";"Українська";"Українська";"Українська";"Українська";"Українська";"Українська";"Українська";"Українська";"Українська";"Українська";"Українська";"Українська";"Українська";"Українська";"Українська";"Українська";"Українська";"Українська";;
"language/Turkish";"Türkçe";"Türkçe";"Türkçe";"Türkçe";"Türkçe";"Türkçe";"Türkçe";"Türkçe";"Türkçe";"Türkçe";"Türkçe";"Türkçe";"Türkçe";"Türkçe";"Türkçe";"Türkçe";"Türkçe";"Türkçe";;
"language/Chinese";"简体中文";"简体中文";"简体中文";"简体中文";"简体中文";"简体中文";"简体中文";"简体中文";"简体中文";"简体中文";"简体中文";"简体中文";"简体中文";"简体中文";"简体中文";"简体中文";"简体中文";"简体中文";;
"language/TChinese";"繁體字";"繁體字";"繁體字";"繁體字";"繁體字";"繁體字";"繁體字";"繁體字";"繁體字";"繁體字";"繁體字";"繁體字";"繁體字";"繁體字";"繁體字";"繁體字";"繁體字";"繁體字";;
"language/HChinese";"简体中文";"简体中文";"简体中文";"简体中文";"简体中文";"简体中文";"简体中文";"简体中文";"简体中文";"简体中文";"简体中文";"简体中文";"简体中文";"简体中文";"简体中文";"简体中文";"简体中文";"简体中文";;
"language/Korean";"한국어";"한국어";"한국어";"한국어";"한국어";"한국어";"한국어";"한국어";"한국어";"한국어";"한국어";"한국어";"한국어";"한국어";"한국어";"한국어";"한국어";"한국어";;
"language/Japanese";"日本語";"日本語";"日本語";"日本語";"日本語";"日本語";"日本語";"日本語";"日本語";"日本語";"日本語";"日本語";"日本語";"日本語";"日本語";"日本語";"日本語";"日本語";;
"language/Portuguese";"Português";"Português";"Português";"Português";"Português";"Português";"Português";"Português";"Português";"Português";"Português";"Português";"Português";"Português";"Português";"Português";"Português";"Português";;
"language/Vietnamese";"Việt";"Việt";"Việt";"Việt";"Việt";"Việt";"Việt";"Việt";"Việt";"Việt";"Việt";"Việt";"Việt";"Việt";"Việt";"Việt";"Việt";"Việt";;
"language/Romanian";"Română";"Română";"Română";"Română";"Română";"Română";"Română";"Română";"Română";"Română";"Română";"Română";"Română";"Română";"Română";"Română";"Română";"Română";;
"language/Greek";"Ελληνικά";"Ελληνικά";"Ελληνικά";"Ελληνικά";"Ελληνικά";"Ελληνικά";"Ελληνικά";"Ελληνικά";"Ελληνικά";"Ελληνικά";"Ελληνικά";"Ελληνικά";"Ελληνικά";"Ελληνικά";"Ελληνικά";"Ελληνικά";"Ελληνικά";"Ελληνικά";;
"language/Indonesian";"Indonesia";"Indonesia";"Indonesia";"Indonesia";"Indonesia";"Indonesia";"Indonesia";"Indonesia";"Indonesia";"Indonesia";"Indonesia";"Indonesia";"Indonesia";"Indonesia";"Indonesia";"Indonesia";"Indonesia";"Indonesia";;
"language/Thai";"ไทย";"ไทย";"ไทย";"ไทย";"ไทย";"ไทย";"ไทย";"ไทย";"ไทย";"ไทย";"ไทย";"ไทย";"ไทย";"ไทย";"ไทย";"ไทย";"ไทย";"ไทย";;
"yn1/have_new_content_lang/en";"Voiceovers for selected language are not downloaded. Would you like to download them now?";"Voiceovers for selected language are not downloaded. Would you like to download them now?";"Voiceovers for selected language are not downloaded. Would you like to download them now?";"Voiceovers for selected language are not downloaded. Would you like to download them now?";"Voiceovers for selected language are not downloaded. Would you like to download them now?";"Voiceovers for selected language are not downloaded. Would you like to download them now?";"Voiceovers for selected language are not downloaded. Would you like to download them now?";"Voiceovers for selected language are not downloaded. Would you like to download them now?";"Voiceovers for selected language are not downloaded. Would you like to download them now?";"Voiceovers for selected language are not downloaded. Would you like to download them now?";"Voiceovers for selected language are not downloaded. Would you like to download them now?";"Voiceovers for selected language are not downloaded. Would you like to download them now?";"Voiceovers for selected language are not downloaded. Would you like to download them now?";"Voiceovers for selected language are not downloaded. Would you like to download them now?";"Voiceovers for selected language are not downloaded. Would you like to download them now?";"Voiceovers for selected language are not downloaded. Would you like to download them now?";"Voiceovers for selected language are not downloaded. Would you like to download them now?";"Voiceovers for selected language are not downloaded. Would you like to download them now?";;
"msgbox/btn_download/en";"Download";"Download";"Download";"Download";"Download";"Download";"Download";"Download";"Download";"Download";"Download";"Download";"Download";"Download";"Download";"Download";"Download";"Download";;
"msgbox/btn_cancel/en";"Cancel";"Cancel";"Cancel";"Cancel";"Cancel";"Cancel";"Cancel";"Cancel";"Cancel";"Cancel";"Cancel";"Cancel";"Cancel";"Cancel";"Cancel";"Cancel";"Cancel";"Cancel";;
"password_mask_char";"•";"•";"•";"•";"•";"•";"•";"•";"•";"•";"•";"•";"•";"•";"•";"•";"•";"•";;
"voiceMessageDefaultVoice";;;;;;;;;;;;;;;;;;;;
"current_lang";"en";"fr";"it";"de";"es";"ru";"uk";"pl";"pt";"tr";"cz";"el";"id";"th";"ko";"zh";"ja";"zh";;
