"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Ukrainian>";"<Polish>";"<Portuguese>";"<Turkish>";"<Czech>";"<Greek>";"<Indonesian>";"<Thai>";"<Korean>";"<Chinese>";"<Japanese>";"<TChinese>";"<Comments>";"<max_chars>"
"uk_cruiser_dido";"HMS Dido";"HMS Dido";"HMS Dido";"HMS Dido";"HMS Dido";"HMS Dido";"HMS Dido";"HMS Dido";"HMS Dido";"HMS Dido";"HMS Dido";"HMS Dido";"HMS Dido";"HMS Dido";"HMS 다이도";"狄\t多";"イギリス\t海軍 ダイドー";"HMS 黛\t朵";;
"jp_battleship_yamashiro";"IJN Yamashiro";"IJN Yamashiro";"Yamashiro";"IJN Yamashiro";"IJN Yamashiro";"IJN Yamashiro";"IJN Yamashiro";"IJN Yamashiro";"MIJ Yamashiro";"IJN Yamashiro";"IJN Jamaširo";"IJN Yamashiro";"IJN Yamashiro";"IJN Yamashiro";"IJN 야마시로";"山\t城";"大日本帝國海軍山城";"山\t城";;
"us_cruiser_rckt_truxtun";"USS Truxtun";"USS Truxtun";"USS Truxtun";"USS Truxtun";"USS Truxtun";"USS Truxtun";"USS Truxtun";"USS Truxtun";"USS Truxtun";"USS Truxtun";"USS Truxtun";"USS Truxtun";"USS Truxtun";"USS Truxtun";"USS 트럭스턴";"特\t拉\t克\t斯\t顿";"アメリカ\t海軍 トラクスタン";"USS 特\t倫\t頓";;
"uk_battlecruiser_glorious";"HMS Glorious";"HMS Glorious";"HMS Glorious";"HMS Glorious";"HMS Glorious";"HMS Glorious";"HMS Glorious";"HMS Glorious";"HMS Glorious";"HMS Glorious";"HMS Glorious";"HMS Glorious";"HMS Glorious";"HMS Glorious";"HMS 글로리어스";"光\t荣";"イギリス\t海軍 グロリアス";"HMS 光\t榮";;
"us_cruiser_brooklyn_class_helena";"USS Helena";"USS Helena";"USS Helena";"USS Helena";"USS Helena";"USS Helena";"USS Helena";"USS Helena";"USS Helena";"USS Helena";"USS Helena";"USS Helena";"USS Helena";"USS Helena";"USS 헬레나";"海\t伦\t娜";"アメリカ\t海軍 ヘレナ";"USS 海\t倫\t娜";;
"germ_battleship_bayern";"SMS Bayern";"SMS Bayern";"SMS Bayern";"SMS Bayern";"SMS Bayern";"SMS Bayern";"SMS Bayern";"SMS Bayern";"SMS Bayern";"SMS Bayern";"SMS Bayern";"SMS Bayern";"SMS Bayern";"SMS Bayern";"SMS 바이에른";"巴\t伐\t利\t亚";"ドイツ\t海軍 バイエルン";"SMS 巴\t伐\t利\t亞";;
"germ_frigate_rckt_bremen";"Bremen";"Bremen";"Bremen";"Bremen";"Bremen";"Bremen";"Bremen";"Bremen";"Bremen";"Bremen";"Bremen";"Bremen";"Bremen";"Bremen";"브레멘";"不\t莱\t梅";"ブレーメン";"不\t來\t梅";;
"us_mbt_70";"MBT-70";"MBT-70";"MBT-70";"MBT-70";"MBT-70";"MBT-70";"MBT-70";"MBT-70";"MBT-70";"MBT-70";"MBT-70";"MBT-70";"MBT-70";"MBT-70";"MBT-70";"MBT 70";"MBT-70";"MBT-70";;
"us_m60a3_tts";"M60A3 TTS";"M60A3 TTS";"M60A3 TTS";"M60A3 TTS";"M60A3 TTS";"M60A3 TTS";"M60A3 TTS";"M60A3 TTS";"M60A3 TTS";"M60A3 TTS";"M60A3 TTS";"M60A3 TTS";"M60A3 TTS";"M60A3 TTS";"M60A3 TTS";"M60A3 TTS";"M60A3 TTS";"M60A3 TTS";;
"us_m3a3_bradley";"M3A3 Bradley";"M3A3 Bradley";"M3A3 Bradley";"M3A3 Bradley";"M3A3 Bradley";"M3A3 Bradley";"M3A3 Bradley";"M3A3 Bradley";"M3A3 Bradley";"M3A3 Bradley";"M3A3 Bradley";"M3A3 Bradley";"M3A3 Bradley";"M3A3 Bradley";"M3A3 브래들리";"M3A3 骑\t兵\t战\t车";"M3A3 ブラッドレー";"M3A3 布\t萊\t德\t利";;
"us_m247_reskin";"M247";"M247";"M247";"M247";"M247";"M247";"M247";"M247";"M247";"M247";"M247";"M247";"M247";"M247";"M247";"M247";"M247";"M247";;
"jp_type_74_mod_g_kai";"Type 74 (G)";"Type 74 (G)";"Tipo 74 (G)";"Typ 74 (G)";"Tipo 74 (G)";"Type 74 (G)";"Type 74 (G)";"Typ 74 (G)";"Type 74 (G)";"Type 74 (G)";"Typ 74 (G)";"Type 74 (G)";"Type 74 (G)";"Type 74 (G)";"74식 전차 G형";"74 式\t战\t车 G 型";"74式\tG\t型";"74 式\t戰\t車 G 型";;
"jp_type_74_f";"Type 74 (F)";"Type 74 (F)";"Tipo 74 (F)";"Typ 74 (F)";"Tipo 74 (F)";"Type 74 (F)";"Type 74 (F)";"Typ 74 (F)";"Type 74 (F)";"Type 74 (F)";"Typ 74 (F)";"Type 74 (F)";"Type 74 (F)";"Type 74 (F)";"74식 전차 F형";"74 式\t战\t车 F 型";"74式\tF\t型";"74 式\t戰\t車 F 型";;
"jp_type_89";"Type 89";"Type 89";"Tipo 89";"Typ 89";"Tipo 89";"Type 89";"Type 89";"Typ 89";"Type 89";"Type 89";"Typ 89";"Type 89";"Type 89";"Type 89";"89식";"89 式\t装\t甲\t战\t斗\t车";"89式";"89 式\t裝\t甲\t戰\t鬥\t車";;
"jp_type_87_reskin";"Type 87";"Type 87";"Tipo 87";"Typ 87";"Tipo 87";"Type 87";"Type 87";"Typ 87";"Type 87";"Type 87";"Typ 87";"Type 87";"Type 87";"Type 87";"87식";"87 式\t自\t行\t高\t射\t炮";"87式";"87 式\t自\t走\t高\t射\t機\t關\t砲";;
"fr_lorraine_40t";"Lorraine 40t";"Lorraine 40t";"Lorraine 40t";"Lorraine 40t";"Lorraine 40t";"Lorraine 40t";"Lorraine 40t";"Lorraine 40t";"Lorraine 40t";"Lorraine 40t";"Lorraine 40t";"Lorraine 40t";"Lorraine 40t";"Lorraine 40t";"로렌 40t";"洛\t林 40 吨\t型";"Lorraine 40t";"洛\t林 40 噸\t型";;
"fr_amx_30_auf_1";"AuF1";"AuF1";"AuF1";"AuF1";"AuF1";"AuF1";"AuF1";"AuF1";"AuF1";"AuF1";"AuF1";"AuF1";"AuF1";"AuF1";"AuF1";"AuF1";"AuF1";"AuF1";;
"fr_amx_13_75_reskin";"AMX-13";"AMX-13";"AMX-13";"AMX-13";"AMX-13";"AMX-13";"AMX-13";"AMX-13";"AMX-13";"AMX-13";"AMX-13";"AMX-13";"AMX-13";"AMX-13";"AMX-13";"AMX 13";"AMX-13";"AMX-13";;
"fr_tpk_641_vpc";"TPK 6.41";"TPK 6.41";"TPK 6.41";"TPK 6.41";"TPK 6.41";"TPK 6.41";"TPK 6,41";"TPK 6.41";"TPK 6.41";"TPK 6.41";"TPK 6.41";"TPK 6.41";"TPK 6.41";"TPK 6.41";"TPK 6.41";"TPK 6.41";"TPK 6.41";"TPK 6.41";;
"germ_leopard_a1a1_120";"Leopard A1A1 (L/44)";"Leopard A1A1 (L/44)";"Leopard A1A1 (L/44)";"Leopard A1A1 (L/44)";"Leopard A1A1 (L/44)";"Leopard A1A1 (L/44)";"Leopard A1A1 (L/44)";"Leopard A1A1 (L/44)";"Leopard A1A1 (L/44)";"Leopard A1A1 (L/44)";"Leopard A1A1 (L/44)";"Leopard A1A1 (L/44)";"Leopard A1A1 (L/44)";"Leopard A1A1 (L/44)";"레오파르트 A1A1 (L/44)";"豹 1A1A1/120";"レオパルト A1A1 (L/44)";"豹 1A1A1 (L/44)";;
"germ_thyssen_henschel_tam_2ip";"TAM 2IP";"TAM 2IP";"TAM 2IP";"TAM 2IP";"TAM 2IP";"TAM 2IP";"TAM 2IP";"TAM 2IP";"TAM 2IP";"TAM 2IP";"TAM 2IP";"TAM 2IP";"TAM 2IP";"TAM 2IP";"TAM 2IP";"TAM 2IP";"TAM 2IP";"TAM 2IP";;
"germ_th_800_bismark";"Class 3 (P)";"Class 3 (P)";"Class 3 (P)";"Class 3 (P)";"Clase 3 (P)";"Class 3 (P)";"Class 3 (P)";"Class 3 (P)";"Class 3 (P)";"Class 3 (P)";"Class 3 (P)";"Class 3 (P)";"Class 3 (P)";"Class 3 (P)";"Class 3 (P)";"第 3 类\t原\t型\t车";"Class 3 (P)";"TH800";;
"germ_flakpz_I_Gepard_reskin";"Gepard";"Gepard";"Gepard";"Gepard";"Gepard";"Gepard";"Gepard";"Gepard";"Gepard";"Gepard";"Gepard";"Gepard";"Gepard";"Gepard";"게파르트";"猎\t豹";"ゲパルト";"獵\t豹";;
"fr_destroyer_aigle_class_aigle";"Aigle";"Aigle";"Aigle";"Aigle";"Aigle";"Aigle";"Aigle";"Aigle";"Aigle";"Aigle";"Aigle";"Aigle";"Aigle";"ครบรอบ";"에이글";"鹰";"Aigle";"鷹";;
"it_44m_zrinyi_1";"Zrinyi I";"Zrínyi I";"Zrinyi I";"Zrinyi I";"Zrinyi I";"Zrinyi I";"Зріньї I";"Zrinyi I";"Zrinyi I";"Zrinyi I";"Zrínyi I";"Zrinyi I";"Zrinyi I";"Zrinyi I";"즈리니 I";"兹\t里\t尼 I";"ズリーニィ\tI\t型";"茲\t利\t尼 I";;
"it_43m_turan_3";"Turan III";"Turán III";"Turan III";"Turan III";"Turan III";"Turan III";"Turan III";"Turan III";"Turan III";"Turan III";"Turan III";"Turan III";"Turan III";"Turan III";"투란 III";"图\t兰 III";"トゥラーン III";"圖\t蘭 III";;
"it_breda_52_autocannone";"Breda 90/53";"Breda 90/53";"Breda 90/53";"Breda 90/53";"Breda 90/53";"Breda 90/53";"Breda 90/53";"Breda 90/53";"Breda 90/53";"Breda 90/53";"Breda 90/53";"Breda 90/53";"Breda 90/53";"Breda 90/53";"브레다 90/53";"布\t雷\t达 90/53";"Breda 90/53";"布\t雷\t達 90/53";;
"it_m15_42_contraereo";"M42 Contraereo";"M42 Contraereo";"M42 Contraereo";"M42 Contraereo";"M42 Contraereo";"M42 Contraereo";"M42 Contraereo";"M42 Contraereo";"M42 Contraereo";"M42 Contraereo";"M42 Contraereo";"M42 Contraereo";"M42 Contraereo";"M42 Contraereo";"M42 대공전차";"M42 自\t行\t防\t空\t炮";"M42 Contraereo";"M42 自\t走\t防\t空\t炮";;
"ussr_cruiser_maxim_gorky";"Maxim Gorky";"Maxim Gorky";"Maxim Gorky";"Maxim Gorky";"Maxim Gorky";"Максим Горький";"Максім Ґорький";"Maksim Gorki";"Maxim Gorky";"Maxim Gorky";"Maxim Gorky";"Maxim Gorky";"Maxim Gorky";"Maxim Gorky";"막심 고리키";"马\t克\t西\t姆·高\t尔\t基";"マクシム・ゴーリキー";"馬\t克\t西\t姆·高\t爾\t基";;
"ussr_cruiser_rckt_pr58";"Groznyy";"Grozny";"Groznyy";"Groznyy";"Groznyy";"Грозный";"Ґрозний";"Groznyj";"Groznyy";"Groznyy";"Groznyj";"Groznyy";"Groznyy";"Groznyy";"그로즈니";"威\t严";"グローズヌイ";"威\t严";;
"fr_battleship_courbet_class_courbet";"Courbet";"Courbet";"Courbet";"Courbet";"Courbet";"Courbet";"Courbet";"Courbet";"Courbet";"Courbet";"Courbet";"Courbet";"Courbet";"Courbet";"Courbet";"孤\t拔";"クールベ";"孤\t拔";;
"uk_battleship_marlborough";"HMS Marlborough";"HMS Marlborough";"HMS Marlborough";"HMS Marlborough";"HMS Marlborough";"HMS Marlborough";"HMS Marlborough";"HMS Marlborough";"HMS Marlborough";"HMS Marlborough";"HMS Marlborough";"HMS Marlborough";"HMS Marlborough";"HMS Marlborough";"HMS 말보로";"莫\t尔\t伯\t勒";"イギリス\t海軍 マールバラ";"HMS 馬\t爾\t博\t羅";;
"germ_panzerbefelhswagen_jagdpanther";"Bfw. Jagdpanther G1";"Bfw. Jagdpanther G1";"Bfw. Jagdpanther G1";"Bfw. Jagdpanther G1";"Bfw. Jagdpanther G1";"Bfw. Jagdpanther G1";"Bfw. Jagdpanther G1";"Bfw. Jagdpanther G1";"Bfw. Jagdpanther G1";"Bfw. Jagdpanther G1";"Bfw. Jagdpanther G1";"Bfw. Jagdpanther G1";"Bfw. Jagdpanther G1";"Bfw. Jagdpanther G1";"야크트판터 지휘차형 G1";"猎\t豹\t坦\t歼\t指\t挥\t车";"Bfw. Jagdpanther G1";"獵\t豹\t指\t揮\t驅\t逐\t戰\t車 G1 型";;
"germ_pzkpfw_VI_ausf_b_tiger_IIp_reskin2";"Tiger II (P)";"Tiger II (P)";"Tiger II (P)";"Tiger II (P)";"Tiger II (P)";"Tiger II (P)";"Tiger II (P)";"Tiger II (P)";"Tiger II (P)";"Tiger II (P)";"Tiger II (P)";"Tiger II (P)";"Tiger II (P)";"Tiger II (P)";"티거 II (P)";"虎\t王 (P)";"ティーガー II (P)";"虎\t王 (P)";;
"germ_flakpanzer_IV_Ostwind_2_reskin";"Ostwind II";"Ostwind II";"Ostwind II";"Ostwind II";"Ostwind II";"Ostwind II";"Ostwind II";"Ostwind II";"Ostwind II";"Ostwind II";"Ostwind II";"Ostwind II";"Ostwind II";"Ostwind II";"오스트빈트 II";"东\t风 II";"オストヴィント II";"東\t風 II";;
"cn_object_122tm";"Object 122MT ""MC""";"Objet 122MT ""MC""";"Object 122MT ""MC""";"Objekt 122MT ""MC""";"Object 122MT ""MC""";"Object 122MT «MC»";"Об’єкт 122MT «MC»";"Obiekt 122MT „SM”";"Object 122MT ""MC""";"Object 122MT ""MC""";"Objekt 122MT ""MC""";"Object 122MT ""MC""";"Object 122MT ""MC""";"Object 122MT ""MC""";"WZ 122MT ""MC""";"122 三\t机";"Object 122MT ""MC""";"122 三\t機\t樣\t車";;
"cn_plz_83_130";"PLZ83-130";"PLZ83-130";"PLZ83-130";"PLZ83-130";"PLZ83-130";"PLZ83-130";"PLZ83-130";"PLZ83-130";"PLZ83-130";"PLZ83-130";"PLZ83-130";"PLZ83-130";"PLZ83-130";"PLZ83-130";"PLZ83-130";"PLZ83/130";"PLZ83-130";"PLZ83-130";;
"cn_ztz_59a";"ZTZ59A";"ZTZ59A";"ZTZ59A";"ZTZ59A";"ZTZ59A";"ZTZ59A";"ZTZ59A";"ZTZ59A";"ZTZ59A";"ZTZ59A";"ZTZ59A";"ZTZ59A";"ZTZ59A";"ZTZ59A";"ZTZ59A";"ZTZ59A";"ZTZ59A";"ZTZ59A";;
"cn_wz_305_reskin";"WZ305";"WZ305";"WZ305";"WZ305";"WZ305";"WZ305";"WZ305";"WZ305";"WZ305";"WZ305";"WZ305";"WZ305";"WZ305";"WZ305";"WZ305";"WZ305";"WZ305";"WZ305";;
"il_merkava_mk_1";"Merkava Mk.1";"Merkava Mk.1";"Merkava Mk.1";"Merkava Mk.1";"Merkava Mk.1";"Merkava Mk.1";"«Меркава» Mk.1";"Merkawa Mk 1";"Merkava Mk.1";"Merkava Mk.1";"Merkava Mk.1";"Merkava Mk.1";"Merkava Mk.1";"Merkava Mk.1";"메르카바 Mk.1";"梅\t卡\t瓦 Mk.1";"メルカバ Mk.1";"梅\t卡\t瓦 Mk.1";;
"il_magach_6_rocket";"Magach Hydra";"Magach Hydra";"Magach Hydra";"Magach Hydra";"Magach Hydra";"Magach Hydra";"Magach Hydra";"Magach Hydra";"Magach Hydra";"Magach Hydra";"Magach Hydra";"Magach Hydra";"Magach Hydra";"Magach Hydra";"마가크 히드라";"马\t加\t赫\t/\t九\t头\t蛇";"マガフハイドラ";"馬\t戈\t其 火\t蛇";;
"il_m113a1_tow";"Giraf";"Giraf";"Giraf";"Giraf";"Giraf";"Giraf";"Giraf";"Giraf";"Giraf";"Giraf";"Giraf";"Giraf";"Giraf";"Giraf";"지라프";"长\t颈\t鹿";"ジラフ";"長\t頸\t鹿";;
"il_zsu_23_4";"ZSU-23-4";"ZSU-23-4";"ZSU-23-4";"ZSU-23-4";"ZSU-23-4";"ZSU-23-4";"ЗСУ-23-4";"ZSU-23-4";"ZSU-23-4";"ZSU-23-4";"ZSU-23-4";"ZSU-23-4";"ZSU-23-4";"ZSU-23-4";"ZSU-23-4";"\tZSU-23-4";"ZSU-23-4";"\tZSU-23-4";;
"ussr_t_72a";"T-72A";"T-72A";"T-72A";"T-72A";"T-72A";"Т-72А";"Т-72А";"T-72A";"T-72A";"T-72A";"T-72A";"T-72A";"T-72A";"T-72A";"T-72A";"T-72A";"T-72A";"T-72A";;
"ussr_t_64a_1971";"T-64A (1971)";"T-64A (1971)";"Т-64А (1971)";"T-64A (1971)";"T-64A (1971)";"Т-64А (1971)";"Т-64А (1971)";"T-64A (1971)";"T-64A (1971)";"T-64A (1971)";"T-64A (1971)";"T-64A (1971)";"T-64A (1971)";"T-64A (1971)";"T-64A (1971)";"Т\t-64\tА 1971 型";"T-64A (1971)";"T-64A (1971)";;
"ussr_bmp_2";"BMP-2";"BMP-2";"BMP-2";"BMP-2";"BMP-2";"БМП-2";"БМП-2";"BMP-2";"BMP-2";"BMP-2";"BMP-2";"BMP-2";"BMP-2";"BMP-2";"BMP-2";"BMP-2";"BMP-2";"BMP-2";;
"ussr_9p149";"Shturm-S";"Shturm-S";"Shturm-S";"Shturm-S";"Shturm-S";"Штурм-С";"Штурм-С";"Szturm-S";"Shturm-S";"Shturm-S";"Šturm-S";"Shturm-S";"Shturm-S";"Shturm-S";"슈트름-S";"风\t暴\t-S";"シュトゥルム-S";"風\t暴\t-S";;
"us_sub_balao_ss286";"USS Billfish";"USS Billfish";"USS Billfish";"USS Billfish";"USS Billfish";"USS Billfish";"USS Billfish";"USS Billfish";"USS Billfish";"USS Billfish";"USS Billfish";"USS Billfish";"USS Billfish";"USS Billfish";"USS 빌피시";"尖\t嘴\t鱼";"アメリカ\t海軍 ビルフィッシュ";"USS 尖\t嘴\t魚";;
"uk_destroyer_rckt_devonshire";"HMS Devonshire";"HMS Devonshire";"HMS Devonshire";"HMS Devonshire";"HMS Devonshire";"HMS Devonshire";"HMS Devonshire";"HMS Devonshire";"HMS Devonshire";"HMS Devonshire";"HMS Devonshire";"HMS Devonshire";"HMS Devonshire";"HMS Devonshire";"HMS 데본셔";"德\t文\t郡";"イギリス\t海軍 デヴォンシャー";"HMS 德\t文\t郡";;
"jp_cruiser_agano";"IJN Agano";"Agano";"Agano";"IJN Agano";"IJN Agano";"IJN Agano";"IJN Agano";"IJN Agano";"MIJ Agano";"IJN Agano";"IJN Agano";"IJN Agano";"IJN Agano";"IJN Agano";"IJN 아가노";"阿\t贺\t野";"大日本帝國海軍 阿賀野";"阿\t賀\t野";;
"uk_battleship_orion";"HMS Orion";"HMS Orion";"HMS Orion";"HMS Orion";"HMS Orion";"HMS Orion";"HMS Orion";"HMS Orion";"HMS Orion";"HMS Orion";"HMS Orion";"HMS Orion";"HMS Orion";"HMS Orion";"HMS 오리온";"俄\t里\t翁";"イギリス\t海軍 オライオン";"HMS 俄\t里\t翁";;
"germ_leopard_2k";"Leopard 2K";"Leopard 2K";"Leopard 2K";"Leopard 2K";"Leopard 2K";"Leopard 2K";"Leopard 2K";"Leopard 2K";"Leopard 2K";"Leopard 2K";"Leopard 2K";"Leopard 2K";"Leopard 2K";"Leopard 2K";"레오파르트 2K";"豹 2K";"レオパルト 2K";"豹 2K";;
"germ_kpz_70";"KPz-70";"KPz-70";"KPz-70";"KPz-70";"KPz-70";"KPz-70";"KPz-70";"KPz-70";"KPz-70";"KPz-70";"KPz-70";"KPz-70";"KPz-70";"KPz-70";"KPz-70";"KPz 70";"KPz-70";"KPz-70";;
"germ_begleitpanzer_57";"Begleitpanzer 57";"Begleitpanzer 57";"Begleitpanzer 57";"Begleitpanzer 57";"Begleitpanzer 57";"Begleitpanzer 57";"Begleitpanzer 57";"Begleitpanzer 57";"Begleitpanzer 57";"Begleitpanzer 57";"Begleitpanzer 57";"Begleitpanzer 57";"Begleitpanzer 57";"Begleitpanzer 57";"베글라이트판처 57";"护\t卫\t战\t车 57";"Begleitpanzer 57";"護\t衛\t戰\t車 57 型";;
"germ_flakpz_I_Gepard_reskin2";"Gepard";"Gepard";"Gepard";"Gepard";"Gepard";"Gepard";"Gepard";"Gepard";"Gepard";"Gepard";"Gepard";"Gepard";"Gepard";"Gepard";"게파르트";"猎\t豹";"ゲパルト";"獵\t豹";;
"us_t54e2";"T54E2";"T54E2";"T54E2";"T54E2";"T54E2";"T54E2";"T54E2";"T54E2";"T54E2";"T54E2";"T54E2";"T54E2";"T54E2";"T54E2";"T54E2";"T54E2";"T54E2";"T54E2";;
"us_m60";"M60";"M60";"M60";"M60";"M60";"M60";"M60";"M60";"M60";"M60";"M60";"M60";"M60";"M60";"M60";"M60";"M60";"M60";;
"us_m551";"M551";"M551";"M551";"M551";"M551";"M551";"M551";"M551";"M551";"M551";"M551";"M551";"M551";"M551";"M551";"M551";"M551";"M551";;
"us_m163_vulcan_reskin3";"M163";"M163";"M163";"M163";"M163";"M163";"M163";"M163";"M163";"M163";"M163";"M163";"M163";"M163";"M163";"M163";"M163";"M163";;
"uk_g6_spg";"G6";"G6";"G6";"G6";"G6";"G6";"G6";"G6";"G6";"G6";"G6";"G6";"G6";"G6";"G6";"G6";"G6";"G6";;
"uk_charioteer_mk_7";"Charioteer Mk VII";"Charioteer Mk VII";"Charioteer Mk VII";"Charioteer Mk VII";"Charioteer Mk VII";"Charioteer Mk.VII";"Charioteer Mk.VII";"Charioteer Mk VII";"Charioteer Mk VII";"Charioteer Mk VII";"Charioteer Mk VII";"Charioteer Mk VII";"Charioteer Mk VII";"Charioteer Mk VII";"채리오티어 Mk.VII";"御\t夫\t座 Mk VII";"チャリオティア Mk VII";"御\t夫\t座 Mk VII";;
"uk_ratel_90_reskin";"Ratel 90";"Ratel 90";"Ratel 90";"Ratel 90";"Ratel 90";"Ratel 90";"Ratel 90";"Ratel 90";"Ratel 90";"Ratel 90";"Ratel 90";"Ratel 90";"Ratel 90";"Ratel 90";"라텔 90";"蜜\t獾 90";"ラーテル 90";"蜜\t貛 90";;
"uk_ystervark_spaa_reskin";"Ystervark";"Ystervark";"Ystervark";"Ystervark";"Ystervark";"Ystervark";"Ystervark";"Ystervark";"Ystervark";"Ystervark";"Ystervark";"Ystervark";"Ystervark";"Ystervark";"이스터바크";"豪\t猪";"イステルファルク";"豪\t豬";;
"sw_k9_vidar";"VIDAR";"K9 VIDAR";"VIDAR";"VIDAR";"VIDAR";"VIDAR";"VIDAR";"VIDAR";"VIDAR";"VIDAR";"VIDAR";"VIDAR";"VIDAR";"VIDAR";"VIDAR";"VIDAR";"ヴィーザル";"VIDAR";;
"sw_strv_103a";"Strv 103A";"Strv 103A";"Strv 103A";"Strv 103A";"Strv 103A";"Strv 103A";"Strv 103A";"Strv 103A";"Strv 103A";"Strv 103A";"Strv 103A";"Strv 103A";"Strv 103A";"Strv 103A";"Strv 103A";"Strv 103A";"Strv 103A";"Strv 103A";;
"sw_landsverk_ush_405";"U-SH 405";"U-SH 405";"U-SH 405";"U-SH 405";"U-SH 405";"U-SH 405";"U-SH 405";"U-SH 405";"U-SH 405";"U-SH 405";"U-SH 405";"U-SH 405";"U-SH 405";"U-SH 405";"U-SH 405";"U-SH 405";"U-SH 405";"U-SH 405";;
"la-11";"La-11";"La-11";"La-11";"La-11";"La-11";"Ла-11";"Ла-11";"Ła-11";"La-11";"La-11";"La-11";"La-11";"La-11";"La-11";"La-11";"拉\t-11";"La-11";"拉\t-11";;
"la-11_killstreak";"La-11";"La-11";"La-11";"La-11";"La-11";"Ла-11";"Ла-11";"Ła-11";"La-11";"La-11";"La-11";"La-11";"La-11";"La-11";"La-11";"拉\t-11";"La-11";"拉\t-11";;
"la-11_prem";"┆La-11┆";"┆La-11┆";"┆La-11┆";"┆La-11┆";"┆La-11┆";"┆Ла-11┆";"┆Ла-11┆";"┆Ła-11┆";"┆La-11┆";"┆La-11┆";"┆La-11┆";"┆La-11┆";"┆La-11┆";"┆La-11┆";"┆La-11┆";"┆\t拉\t-11\t┆";"┆La-11┆";"┆\t拉\t-11\t┆";;
"f2g-1";"F2G-1";"F2G-1";"F2G-1";"F2G-1";"F2G-1";"F2G-1";"F2G-1";"F2G-1";"F2G-1";"F2G-1";"F2G-1";"F2G-1";"F2G-1";"F2G-1";"F2G-1";"F2G-1";"F2G-1";"F2G-1";;
"f2g-1_prem";"┆F2G-1┆";"┆F2G-1┆";"┆F2G-1┆";"┆F2G-1┆";"┆F2G-1┆";"┆F2G-1┆";"┆F2G-1┆";"┆F2G-1┆";"┆F2G-1┆";"┆F2G-1┆";"┆F2G-1┆";"┆F2G-1┆";"┆F2G-1┆";"┆F2G-1┆";"┆F2G-1┆";"┆\tF2G-1\t┆";"┆F2G-1┆";"┆\tF2G-1\t┆";;
"bf-109g-14";"Bf 109 G-14";"Bf 109 G-14";"Bf 109 G-14";"Bf 109 G-14";"Bf 109 G-14";"Bf 109 G-14";"Bf 109 G-14";"Bf 109 G-14";"Bf 109 G-14";"Bf 109 G-14";"Bf 109 G-14";"Bf 109 G-14";"Bf 109 G-14";"Bf 109 G-14";"Bf 109 G-14";"Bf 109 G-14";"Bf 109 G-14";"Bf 109 G-14";;
"bf-109g-14_prem";"┆Bf 109 G-14┆";"┆Bf 109 G-14┆";"┆Bf 109 G-14┆";"┆Bf 109 G-14┆";"┆Bf 109 G-14┆";"┆Bf 109 G-14┆";"┆Bf 109 G-14┆";"┆Bf 109 G-14┆";"┆Bf 109 G-14┆";"┆Bf 109 G-14┆";"┆Bf 109 G-14┆";"┆Bf 109 G-14┆";"┆Bf 109 G-14┆";"┆Bf 109 G-14┆";"┆Bf 109 G-14┆";"┆\tBf 109 G-14\t┆";"┆Bf 109 G-14┆";"┆\tBf 109 G-14\t┆";;
"germ_destroyer_class1936c_z47";"Z47";"Z47";"Z47";"Z 47";"Z47";"Z47";"Z47";"Z47";"Z47";"Z47";"Z47";"Z47";"Z47";"Z47";"Z47";"Z 47";"Z47";"Z 47";;
"germ_frigate_rckt_brandenburg";"Brandenburg";"Brandenburg";"Brandenburg";"Brandenburg";"Brandenburg";"Brandenburg";"Brandenburg";"Brandenburg";"Brandenburg";"Brandenburg";"Brandenburg";"Βραδεμβούργο";"Brandenburg";"Brandenburg";"브란덴부르크";"勃\t兰\t登\t堡";"ブランデンブルク";"勃\t蘭\t登\t堡";;
"jp_battlecruiser_amagi";"IJN Amagi";"IJN Amagi";"Amagi";"IJN Amagi";"IJN Amagi";"IJN Amagi";"IJN Amagi";"IJN Amagi";"MIJ Amagi";"IJN Amagi";"IJN Amagi";"IJN Amagi";"IJN Amagi";"IJN Amagi";"IJN 아마기";"天\t城";"大日本帝國海軍 天城";"天\t城";;
"germ_cruiser_koln";"Köln";"Köln";"Köln";"Köln";"Köln";"Köln";"Köln";"Köln";"Köln";"Köln";"Köln";"Köln";"Köln";"Köln";"쾰른";"科\t隆";"ケルン";"科\t隆";;
"us_battleship_nevada";"USS Nevada";"USS Nevada";"USS Nevada";"USS Nevada";"USS Nevada";"USS Nevada";"USS Nevada";"USS Nevada";"USS Nevada";"USS Nevada";"USS Nevada";"USS Nevada";"USS Nevada";"USS Nevada";"USS 네바다";"内\t华\t达";"アメリカ\t海軍\tネバダ";"USS 內\t華\t達";;
"uk_challenger_1";"Challenger Mk.2";"Challenger Mk.2";"Challenger Mk.2";"Challenger Mk.2";"Challenger Mk.2";"Challenger Mk.2";"Challenger Mk.2";"Challenger Mk.2";"Challenger Mk.2";"Challenger Mk.2";"Challenger Mk.2";"Challenger Mk.2";"Challenger Mk.2";"Challenger Mk.2";"챌린저 Mk.2";"挑\t战\t者 Mk 2";"チャレンジャー Mk.2";"挑\t戰\t者 Mk.2";;
"uk_ttd";"TTD";"TTD";"TTD";"TTD";"TTD";"TTD";"ТТД";"TTD";"TTD";"TTD";"TTD";"TTD";"TTD";"TTD";"TTD";"TTD";"TTD";"TTD";;
