"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Ukrainian>";"<Polish>";"<Portuguese>";"<Turkish>";"<Czech>";"<Greek>";"<Indonesian>";"<Thai>";"<Korean>";"<Chinese>";"<Japanese>";"<TChinese>";"<Comments>";"<max_chars>"
"140mm_1934_mod1_sap";"mod 1 SAP";"SAP mod 1";"SAP Mod 1";"Mod 1 SAP";"mod 1 SAP";"ПБ мод 1";"SAP (мод. 1)";"mod 1 SAP";"mod 1 SAP";"mod 1 SAP";"mod 1 SAP";"mod 1 SAP";"mod 1 SAP";"mod 1 SAP";"mod 1 SAP";"被\t帽\t常\t规\t弹\t改\t一";"mod 1 SAP";"被\t帽\t常\t規\t彈\t改\t一";;
"80mm_common_type_0";"76.2 mm type 0 HE";"HE de 76,2 mm type 0";"HE da 76,2mm Tipo 0";"76,2 mm Typ 0 HE";"76.2 mm Tipo 0 HE";"76,2-мм ОФ тип 0";"76,2-мм ОФ тип 0";"76,2 mm Typ 0 HE";"76.2 mm type 0 HE";"76.2 mm type 0 HE";"76,2 mm Typ 0 HE";"76.2 mm type 0 HE";"76.2 mm/Type 0 HE";"type 0 HE 76.2 มม.";"76,2 mm 0식 고폭탄";"零\t式\t常\t规\t弹";"76.2 mm type 0 HE";"零\t式\t常\t規\t彈";;
"200mm_type4_common_he";"200 mm HE common";"HE standard de 200 mm";"HE da 200mm";"200 mm HE common";"200 mm HE common";"200-мм ОФ ОН";"200-мм ОФ ОН";"200 mm HE common";"200 mm HE common";"200 mm HE common";"200 mm HE běžný";"Στάνταρ HE 200 mm";"200 mm/HE Standar";"HE common 200 มม.";"20 cm 통상 고폭탄";"常\t规\t弹";"200 mm HE コモン";"通\t常\t彈";;
"200mm_type88_no6_apc";"200 mm Type 88 APC";"APC de 200 mm Type 88";"APC da 200mm Tipo 88";"200 mm Typ 88 APC";"200 mm Tipo 88 APC";"200-мм ББ Тип 88";"200-мм ББ Тип 88 APCBC";"200 mm Typ 88 APC";"200 mm Type 88 APC";"200 mm Type 88 APC";"200 mm Typ 88 APCBC";"200 mm Type 88 APC";"200 mm/Type 88 APC";"Type 88 APC 200 มม.";"20 cm 88식 피모철갑탄";"八\t八\t式\t穿\t甲\t弹";"200 mm Type 88 APC";"八\t八\t式\t徹\t甲\t彈";;
"203mm_type91_ap";"Type 91 AP";"AP Type 91";"AP Tipo 91";"Typ 91 AP";"Tipo 91 AP";"ББ Тип 91";"AP (тип 91)";"Typ 91 AP";"Type 91 AP";"Type 91 AP";"typ 91 AP";"Type 91 AP";"Type 91 AP";"Type 91 AP";"91식 AP";"九\t一\t式\t穿\t甲\t弹";"Type 91 AP";"九\t一\t式\t徹\t甲\t彈";;
"203mm_type91_common_he";"20.3 cm Type 91 common HE";"20.3 cm Type 91 HE standard";"HE standard da 20.3cm Tipo 91";"20,3 cm Typ 91 common HE";"20.3 cm Tipo 91 common HE";"203-мм ОФ ОН Тип 91";"203-мм ОФ ОН Тип 91";"20,3 cm Typ 91 common HE";"20.3 cm Type 91 common HE";"20.3 cm Type 91 common HE";"20.3 cm typ 91 běžný HE";"Στάνταρ Type 91 HE 20.3 cm";"20.3 cm/Type 91 HE Standar";"Type 91 common HE 20.3 ซม.";"20.3 cm 91식 통상 고폭탄";"九\t一\t式\t常\t规\t弹";"20.3 cm Type 91 コモン HE";"九\t一\t式\t通\t常\t彈";;
"203mm_type0_he";"20.3 cm Type 0 HE";"HE de 203 mm Type 0";"HE da 20.3cm Tipo 0";"20,3 cm Typ 0 HE";"20.3 cm Tipo 0 HE";"203-мм ОФ Тип 0";"203-мм ОФ Тип 0";"20,3 cm Typ 0 HE";"20.3 cm Type 0 HE";"20.3 cm Type 0 HE";"20,3 cm typ 0 HE";"20.3 cm Type 0 HE";"20.3 cm/Type 0 HE";"Type 0 HE 20.3 ซม.";"20.3 cm 0식 고폭탄";"零\t式\t常\t规\t弹";"20.3 cm Type 0 HE";"零\t式\t通\t常\t彈";;
"203mm_type0_he_tf";"Type 0 HE-TF";"HE-TF type 0";"HE-TF Tipo 0";"Typ 0 HE-TF";"HE-TF Tipo 0";"ОФ-ДВ Тип 0";"HE-TF (тип 0)";"Typ 0 HE-TF";"Type 0 HE-TF";"Type 0 HE-TF";"typ 0 HE-TF";"Type 0 HE-TF";"Type 0 HE-TF";"Type 0 HE-TF";"0식 HE-TF";"零\t式\t常\t规\t弹 (时\t间\t引\t信)";"Type 0 HE-TF";"零\t式\t通\t常\t彈 (定\t時\t引\t信)";;
"152mm_type4_sap";"Type 4 SAP";"SAP Type 4";"SAP Tipo 4";"Typ 4 SAP";"SAP Tipo 4";"ПБ Тип 4";"SAP (тип 4)";"Typ 4 SAP";"Type 4 SAP";"Type 4 SAP";"typ 4 SAP";"Type 4 SAP";"Type 4 SAP";"Type 4 SAP";"4식 SAP";"四\t式\t常\t规\t弹";"Type 4 SAP";"四\t式\t常\t規\t彈";;
"152mm_type0_he";"152 mm Type 0 HE";"HE de 152 mm Type 0";"HE da 152mm Tipo 0";"152 mm Typ 0 HE";"152 mm Tipo 0 HE";"152-мм ОФ Тип 0";"152-мм ОФ Тип 0";"152 mm Typ 0 HE";"152 mm Type 0 HE";"152 mm Type 0 HE";"152 mm typ 0 HE";"152 mm Type 0 HE";"152 mm/Type 0 HE";"Type 0 HE 152 มม.";"152 mm 0식 고폭탄";"零\t式\t常\t规\t弹";"152 mm Type 0 HE";"零\t式\t常\t規\t彈";;
"152mm_type0_he_tf";"152 mm Type 0 HE-TF";"HE-TF de 152 mm Type 0";"HE-TF da 152mm tipo 0";"152 mm Typ 0 HE-TF";"152 mm Tipo 0 HE-TF";"152-мм ОФ-ДВ Тип 0";"152-мм ОФ-ДП Тип 0";"152 mm Typ 0 HE-TF";"152 mm Type 0 HE-TF";"152 mm Type 0 HE-TF";"152 mm typ 0 HE-TF";"152 mm Type 0 HE-TF";"152 mm/Type 0 HE-TF";"Type 0 HE-TF 152 มม.";"152 mm 0식 HE-TF";"零\t式\t常\t规\t弹 (时\t间\t引\t信)";"152 mm Type 0 HE-TF";"零\t式\t高\t爆\t彈 (定\t時\t引\t信)";;
"80mm_common_type_98";"76.2 mm Type 98 HE";"76.2 mm Type 98 HE";"HE da 76,2mm Tipo 98";"76,2 mm Typ 98 HE";"76.2 mm Tipo 98 HE";"76,2-мм ОФ Тип 98";"76,2-мм ОФ Тип 98";"76,2 mm Typ 98 HE";"76.2 mm Type 98 HE";"76.2 mm Type 98 HE";"76,2 mm Typ 98 HE";"76.2 mm Type 98 HE";"76.2 mm/Type 98 HE";"Type 98 HE 76.2 มม.";"76,2 mm 98식 고폭탄";"九\t八\t式\t常\t规\t弹";"76.2 mm Type 98 HE";"九\t八\t式\t常\t規\t彈";;
"80mm_common_type_98_tf";"76.2 mm Type 98 HE-TF";"HE-TF de 76.2 mm Type 98";"HE-TF da 76.2mm tipo 98";"7,62 cm Typ 98 HE-TF";"76.2 mm Tipo 98 HE-TF";"76,2-мм ОФ-ДВ Тип 98";"76,2-мм ОФ-ДП Тип 98";"76,2 mm Typ 98 HE-TF";"76.2 mm Type 98 HE-TF";"76.2 mm Type 98 HE-TF";"76,2 mm Typ 98 HE-TF";"76.2 mm Type 98 HE-TF";"76.2 mm/Type 98 HE-TF";"Type 98 HE-TF 76.2 มม.";"76.2 mm 98식 HE-TF";"常\t规\t弹 (时\t间\t引\t信)";"76.2 mm Type 98 HE-TF";"九\t八\t式\t高\t爆\t彈 (定\t時\t引\t信)";;
"203mm_spgr_l_4_7_kz_he";"20.3 cm L/4.7 Kz HE";"20,3 cm L/4,7 Kz HE";"HE da 20,3cm L/4,7 Kz";"20,3 cm L/4.7 Kz HE";"20.3 cm L/4.7 Kz HE";"203-мм L/4,7 Kz ОФ";"203-мм L/4,7 Kz ОФ";"20,3 cm L/4,7 Kz HE";"20.3 cm L/4.7 Kz HE";"20.3 cm L/4.7 Kz HE";"20,3 cm L/4,7 Kz HE";"20.3 cm L/4.7 Kz HE";"20.3 cm/L/4.7 Kz HE";"L/4.7 Kz HE 20.3 ซม.";"20,3 cm L/4,7 Kz 고폭탄";"SprGr. L/4.7 Kz";"20.3 cm L/4.7 Kz HE";"SprGr. L/4.7 Kz";;
"203mm_pzgr_l_4_4";"L/4.4 (m.Hb) APBC";"APBC L/4.4 (m.Hb)";"L/4.4 (m.Hb) APBC";"L/4,4 (m. Hb) APBC";"L/4.4 (m.Hb) APBC";"L/4,4 (m.Hb) ББ";"L/4.4 (m.Hb) APBC";"L/4.4 (m.Hb) APBC";"L/4.4 (m.Hb) APBC";"L/4.4 (m.Hb) APBC";"L/4.4 (m.Hb) APBC";"L/4.4 (m.Hb) APBC";"L/4.4 (m.Hb) APBC";"L/4.4 (m.Hb) APBC";"L/4.4 (m.Hb) APBC";"L/4.4 (m.Hb)";"L/4.4 (m.Hb) APBC";"PsGr. L/4.4 (m.Hb)";;
"203mm_sprgr_l_4_7_bdz_he";"L/4.7 Bdz (m.Hb) SAP";"SAP L/4.7 Bdz (m.Hb)";"L/4.7 Bdz (m.Hb) SAP";"L/4,7 Bdz (m. Hb) SAP";"L/4.7 Bdz (m.Hb) SAP";"L/4,7 Bdz (m.Hb) ПБ";"L/4.7 Bdz (m.Hb) SAP";"L/4.7 Bdz (m.Hb) SAP";"L/4.7 Bdz (m.Hb) SAP";"L/4.4 (m.Hb) APBC";"L/4.7 Bdz (m.Hb) SAP";"L/4.7 Bdz (m.Hb) SAP";"L/4.7 Bdz (m.Hb) SAP";"L/4.7 Bdz (m.Hb) SAP";"L/4.7 Bdz (m.Hb) SAP";"L/4.7 Bdz (m.Hb)";"L/4.7 Bdz (m.Hb) SAP";"SprGr. L/4.7 Bdz (m.Hb)";;
"105mm_pzrg_l_4_2_apc";"L/4.2 AP";"AP L/4.2";"L/4.2 AP";"L/4,2 AP";"L/4.2 AP";"ББ L/4,2";"AP L/4.2";"L/4.2 AP";"L/4.2 AP";"L/4.2 AP";"L/4.2 AP";"L/4.2 AP";"L/4.2 AP";"L/4.2 AP";"L/4.2 AP";"L/4.2";"L/4.2 AP";"PsGr. L/4.2";;
"152mm_of35";"152 mm OF-35 HE";"152 mm OF-35 HE";"HE da 152mm OF-35";"152 mm OF-35 HE";"152 mm OF-35 HE";"152-мм ОФ-35";"152-мм ОФ-35";"152 mm OF-35 HE";"152 mm OF-35 HE";"152 mm OF-35 HE";"152 mm OF-35 HE";"152 mm OF-35 HE";"152 mm/OF-35 HE";"OF-35 HE 152 มม.";"152 mm OF-35 고폭탄";"OF-35";"152 mm OF-35 HE";"OF-35";;
"152mm_b35";"B-35 AP";"AP B-35";"B-35 AP";"B-35 AP";"B-35 AP";"Б-35";"B-35 AP";"B-35 AP";"B-35 AP";"B-35 AP";"B-35 AP";"B-35 AP";"B-35 AP";"B-35 AP";"B-35 AP";"B-35";"B-35 AP";"B-35";;
"152mm_pb35";"PB-35 SAP";"SAP PB-35";"PB-35 SAP";"PB-35 SAP";"PB-35 SAP";"ПБ-35";"PB-35 SAP";"PB-35 SAP";"PB-35 SAP";"PB-35 SAP";"PB-35 SAP";"PB-35 SAP";"PB-35 SAP";"PB-35 SAP";"PB-35 SAP";"PB-35";"PB-35 SAP";"PB-35";;
"152mm_zs35";"ZS-35 AA";"AA ZS-35";"ZS-35 AA";"ZS-35 AA";"ZS-35 AA";"ЗС-35";"ZS-35 AA";"ZS-35 AA";"ZS-35 AA";"ZS-35 AA";"ZS-35 AA";"ZS-35 AA";"ZS-35 AA";"ZS-35 AA";"ZS-35 AA";"ZS-35";"ZS-35 AA";"ZS-35";;
"100mm_of_55";"100 mm OF-55 HE";"100 mm OF-55 HE";"HE da 100mm OF-55";"100 mm OF-55 HE";"100 mm OF-55 HE";"100-мм ОФ-55";"100 мм ОФ-55";"100 mm OF-55 HE";"100 mm OF-55 HE";"100 mm OF-55 HE";"100 mm OF-55 HE";"100 mm OF-55 HE";"100 mm/OF-55 HE";"OF-55 HE 100 มม.";"100 mm OF-55 고폭탄";"OF-55";"100 mm OF-55 HE";"OF-55";;
"100mm_zs_55";"ZS-55 AA";"AA ZS-55";"ZS-55 AA";"ZS-55 AA";"ZS-55 AA";"ЗФ-55";"ZS-55 AA";"ZS-55 AA";"ZS-55 AA";"ZS-55 AA";"ZS-55 AA";"ZS-55 AA";"ZS-55 AA";"ZS-55 AA";"ZS-55 AA";"ZS-55";"ZS-55 AA";"ZS-55";;
"100mm_f_55";"F-55 HE-F";"HE-F F-55";"F-55 HE-F";"F-55 HE-F";"F-55 HE-F";"Ф-55";"F-55 HE-F";"F-55 HE-F";"F-55 HE-F";"F-55 HE-F";"F-55 HE-F";"F-55 HE-F";"F-55 HE-F";"F-55 HE-F";"F-55 HE-F";"F-55";"F-55 HE-F";"F-55";;
"100mm_zs_55r";"ZS-55R AA-VT";"AA-VT ZS-55R";"ZS-55R AA-VT";"ZS-55R AA-VT";"ZS-55R AA-VT";"ЗС-55Р";"ZS-55R AA-VT";"ZS-55R AA-VT";"ZS-55R AA-VT";"ZS-55R AA-VT";"ZS-55R AA-VT";"ZS-55R AA-VT";"ZS-55R AA-VT";"ZS-55R AA-VT";"ZS-55R AA-VT";"ZS-55R";"ZS-55R AA-VT";"ZS-55R";;
"82mm_o_832_he";"82 mm O-832 mortar bomb";"Obus de mortier de 82 mm O-832";"Bomba mortaio da 82mm O-832";"82 mm O-832 Mörserbombe";"Bomba de mortero O-832 de 82 mm";"82-мм мина О-832";"82-мм міна О-832";"Granat O-832 kal. 82 mm";"82 mm O-832 mortar bomb";"82 mm O-832 mortar bomba";"82 mm moždířová puma O-832";"βόμβα όλμου 82 mm O-832";"Bom mortar 82 mm/O-832";"ระเบิดปืนครก O-832 82 มม.";"82 mm O-832 박격포탄";"O-832 迫\t击\t炮\t弹";"82 mm O-832 迫撃砲爆弾";"O-832 迫\t擊\t炮\t彈";;
"203mm_mk_14_common";"8 inch Mk.14 Common";"8 inch Mk.14 standart";"Proiettile da 8"" Mk.14";"8 inch Mk.14 Common";"8 inch Mk.14 Common";"203-мм Mk.14 ПБ";"203-мм Mk.14 ПБ";"8-calowy Mk.14 Common";"8 inch Mk.14 Common";"8 inch Mk.14 Common";"8"" kanón Mk.14";"Στάνταρ Mk.14 8 inch";"8 inci/Mk.14 Standar";"Mk.14 Common 8 นิ้ว";"8인치 Mk.14 통상탄";"Mk 14 常\t规\t弹";"8 インチ Mk.14 コモン";"Mk 14 常\t規\t彈";;
"203mm_mk_19_apc";"Mk.19 APCBC";"APCBC Mk.19";"Mk.19 APCBC";"Mk. 19 APCBC";"Mk.19 APCBC";"Mk.19 ББ";"APCBC Mk.19";"Mk.19 APCBC";"Mk.19 APCBC";"Mk.19 APCBC";"Mk.19 APCBC";"Mk.19 APCBC";"Mk.19 APCBC";"Mk.19 APCBC";"Mk.19 APCBC";"Mk 19 穿\t甲\t弹";"Mk.19 APCBC";"Mk 19 被\t帽\t風\t帽\t穿\t甲\t彈";;
"203mm_mk25_hc";"8 inch Mk.25 HC";"8 inch Mk.25 HC";"HC da 8"" Mk.25";"8 inch Mk.25 HC";"8 inch Mk.25 HC";"203-мм Mk.25 ОФ";"203-мм Mk.25 ОФ";"8-calowy Mk.25 HC";"8 inch Mk.25 HC";"8 inch Mk.25 HC";"8"" Mk.25 HC";"8 inch Mk.25 HC";"8 inci/Mk.25 HC";"Mk.25 HC 8 นิ้ว";"8인치 Mk.25 HC";"Mk 25 高\t爆\t弹";"8 インチ Mk.25 HC";"Mk 25 高\t爆\t彈";;
"203mm_mk17_special_common";"Mk.17 SP Common";"Mk.17 SP standard";"Mk.17 SP Comune";"Mk. 17 SP Common";"Mk.17 SP Common";"Mk.17 ПБ";"Mk.17 SP Common";"Mk.17 SP Common";"Mk.17 SP Common";"Mk.17 SP Common";"Mk.17 SP běžný";"Στάνταρ SP Mk.17";"Mk.17 SP Standar";"Mk.17 SP Common";"Mk.17 SP 통상탄";"Mk 17 特\t种\t常\t规\t弹";"Mk.17 SP\tコモン\t弾";"Mk 17 特\t殊\t常\t規\t彈";;
"190mm_45_bl_sap";"7.5 inch SAPC";"7,5 inch SAPC";"SAPC da 7,5""";"7,5 inch SAPC";"7.5 inch SAPC";"190-мм ПБ";"190-мм ПБ";"7,5-calowy SAPC";"7.5 inch SAPC";"7,5 inç SAPC";"7,5"" SAPC";"7.5 inch SAPC";"7.5 inci/SAPC";"SAPC 7.5 นิ้ว";"7,5 인치 반철갑탄";"被\t帽\t半\t穿\t甲\t弹";"7.5 インチ SAPC";"被\t帽\t半\t穿\t甲\t彈";;
"190mm_45_bl_he";"7.5 inch HE";"7,5 inch HE";"HE da 7,5""";"7,5 inch HE";"7.5 inch HE";"190-мм ОФ";"190-мм ОФ";"7,5-calowe HE";"7.5 inch HE";"7.5 inch HE";"7,5"" HE";"7.5 inch HE";"7.5 inci/HE";"HE 7.5 นิ้ว";"7,5 인치 고폭탄";"榴\t弹";"7.5 インチ HE";"高\t爆\t彈";;
"283mm_sprgr_l_4_2_kz";"283 mm Spgr L/4.2 Kz HE";"HE Spgr L/4.2 Kz de 283 mm";"HE da 283 mm Spgr. L/4.2 Kz";"283 mm Spgr L/4,2 Kz HE";"283 mm Spgr L/4.2 Kz HE";"283-мм Spgr L/4,2 Kz ОФ";"283-мм Spgr L/4,2 Kz ОФ";"283 mm Spgr L/4.2 Kz HE";"283 mm Spgr L/4.4 Kz HE";"283 mm Spgr L/4.2 Kz HE";"283 mm Spgr L/4.2 Kz HE";"283 mm Spgr L/4.2 Kz HE";"283 mm/Spgr L/4.2 Kz HE";"Spgr L/4.2 Kz HE 283 มม.";"283 mm Spgr L/4.4 Kz HE";"SprGr. L/4.2 Kz";"283 mm Spgr L/4.2 Kz HE";"SprGr. L/4.4 Kz";;
"283mm_spgr_l_4_2_bdz";"Spgr L/4.2 Bdz SAP";"Spgr L/4.2 Bdz SAP";"Spgr L/4.2 Bdz SAP";"Spgr L/4.2 Bdz SAP";"Spgr L/4.2 Bdz SAP";"Spgr L/4,2 Bdz ПБ";"Spgr L/4.2 Bdz SAP";"Spgr L/4.2 Bdz SAP";"Spgr L/4.2 Bdz SAP";"Spgr L/4.2 Bdz SAP";"Spgr L/4.2 Bdz SAP";"Spgr L/4.2 Bdz SAP";"Spgr L/4.2 Bdz SAP";"Spgr L/4.2 Bdz SAP";"Spgr L/4.2 Bdz SAP";"Spgr L/4.2 Bdz";"Spgr L/4.2 Bdz SAP";"SprGr. L/4.4 Bdz";;
"283mm_psgr_l_3_7";"Psgr L/3.7 APBC";"Psgr L/3.7 APBC";"Psgr L/3.7 APBC";"Psgr L/3.7 APBC";"Psgr L/3.7 APBC";"Psgr L/3,7 ББ";"Psgr L/3.7 APBC";"Psgr L/3.7 APBC";"Psgr L/3.7 APBC";"Psgr L/3.7 APBC";"Psgr L/3.7 APBC";"Psgr L/3.7 APBC";"Psgr L/3.7 APBC";"Psgr L/3.7 APBC";"Psgr L/3.7 APBC";"Psgr L/3.7";"Psgr L/3.7 APBC";"PsGr. L/4.4";;
"320mm_rur4";"320 mm RUR-4 antisubmarine rocket";"Roquette anti-sous-marine de 320 mm RUR-4";"Razzo Antisub da 320mm RUR-4";"320 mm RUR-4 U-Boot-Abwehrrakete";"Cohete antisubmarino RUR-4 de 320 mm";"320-мм противолодочная ракета RUR-4";"320-мм протичовнова ракета RUR-4";"Rakieta przeciw okrętom podwodnym RUR-4 kal. 320 mm";"320mm RUR-4 antisubmarine rocket";"320mm RUR-4 antisubmarine rocket";"320 mm protiponorková střela RUR-4 ";"ανθυποβρυχιακή ρουκέτα RUR-4 320 mm";"Roket anti-kapal selam 320 mm/RUR-4";"จรวดต่อต้านเรือดำน้ำ RUR-4 320 มม.";"320mm RUR-4 대잠로켓";"RUR-4 反\t潜\t火\t箭\t深\t弹";"320mm RUR-4 対潜\tロケット\t弾";"RUR-4 反\t潛\t火\t箭\t彈";;
"320mm_rur/short";"RUR-4";"RUR-4";"RUR-4";"RUR-4";"RUR-4";"RUR-4";"RUR-4";"RUR-4";"RUR-4";"RUR-4";"RUR-4";"RUR-4";"RUR-4";"RUR-4";"RUR-4";"RUR-4";"RUR-4";"RUR-4";;
"155mm_60_type0_he";"Type 0 HE";"Type 0 HE";"HE Tipo 0";"Typ 0 HE";"HE Tipo 0";"ОФ Тип 0";"HE (тип 0)";"Typ 0 HE";"Type 0 HE";"Type 0 HE";"typ 0 HE";"Type 0 HE";"Type 0 HE";"Type 0 HE";"0식 HE";"零\t式\t常\t规\t弹";"Type 0 HE";"零\t式\t通\t常\t彈";;
"155mm_60_type91_ap";"Type 91 APHE";"Type 91 APHE";"APHE Tipo 91";"Typ 91 APHE";"APHE Tipo 91";"ББ Тип 91";"APHE (тип 91)";"Typ 91 APHE";"Type 91 APHE";"Type 91 APHE";"typ 91 APHE";"Type 91 APHE";"Type 91 APHE";"Type 91 APHE";"91식 APHE";"九\t一\t式\t穿\t甲\t榴\t弹";"Type 91 APHE";"九\t一\t式\t徹\t甲\t彈";;
"203mm_50_mk_ib_sapcbc";"Mark I.B. SAPCBC";"SAPCBC Mark I.B.";"Mark I.B. SAPCBC";"Mark I. B. SAPCBC";"Mark I.B. SAPCBC";"Mk. I.B. ПБ";"Mark I.B. SAPCBC";"Mark I.B. SAPCBC";"Mark I.B. SAPCBC";"Mark I.B. SAPCBC";"Mark I.B. SAPCBC";"Mark I.B. SAPCBC";"Mark I.B. SAPCBC";"Mark I.B. SAPCBC";"Mark I.B. SAPCBC";"Mk I.B. 风\t帽\t半\t穿\t甲\t弹";"Mark I.B. SAPCBC";"Mk IB 被\t帽\t半\t穿\t甲\t彈";;
"203mm_50_mk8_he";"8 inch HE";"HE de 8 inch";"HE da 8""";"8 inch HE";"8 inch HE";"203-мм ОФ";"203-мм ОФ";"8-calowy HE";"8 inch HE";"8 inch HE";"8"" HE";"8 inch HE";"8 inci/HE";"HE 8 นิ้ว";"8인치 고폭탄";"榴\t弹";"8 インチ HE";"高\t爆\t彈";;
"45mm_f75_he";"45 mm F-75 HE";"HE F-75 de 45 mm";"HE da 45mm F-75";"45 mm F-75 HE
";"45 mm F-75 HE";"45-мм Ф-75";"45-мм Ф-75";"45 mm F-75 HE";"45 mm F-75 HE";"45 mm F-75 HE";"45 mm F-75 HE";"45 mm F-75 HE";"45 mm/F-75 HE";"F-75 HE 45 มม.";"45 mm F-75 고폭탄";"F-75";"45 mm F-75 HE";"F-75";;
"45mm_or75_heit";"45 mm OR-75 HEF-T";"HEF-T OR-75 de 45 mm";"HEF-T da 45 mm OR-75";"45 mm OR-75 HEF-T";"45 mm OR-75 HEF-T";"45-мм ОР-75";"45-мм ОР-75";"45 mm OR-75 HEF-T";"45 mm OR-75 HEF-T";"45 mm OR-75 HEF-T";"45 mm OR-75 HEF-T";"45 mm OR-75 HEF-T";"45 mm/OR-75 HEF-T";"OR-75 HEF-T 45 มม.";"45 mm OR-75 고폭파편예광탄";"OR-75";"45 mm OR-75 HEF-T";"OR-75";;
"130mm_aa_zs_42p";"ZS-42R HE-VT";"HE-VT ZS-42R";"ZS-42R HE-VT";"ZS-42R HE-VT";"ZS-42R HE-VT";"ЗС-42Р";"ZS-42R HE-VT";"ZS-42R HE-VT";"ZS-42R HE-VT";"ZS-42R HE-VT";"ZS-42R HE-VT";"ZS-42R HE-VT";"ZS-42R HE-VT";"ZS-42R HE-VT";"ZS-42R HE-VT";"ZS-42R";"ZS-42R HE-VT";"ZS-42R";;
"100mm_oea_f1_he";"100 mm OEA F1 HE";"HE de 100 mm OEA F1";"HE da 100mm OEA F1";"100 mm OEA F1 HE";"100 mm OEA F1 HE";"100-мм OEA F1 ОФ";"100 мм OEA F1 ОФ";"100 mm OEA F1 HE";"100 mm OEA F1 HE";"100 mm OEA F1 HE";"100 mm OEA F1 HE";"100 mm OEA F1 HE";"100 mm/OEA F1 HE";"OEA F1 HE 100 มม.";"100 mm OEA F1 HE";"OEA F1";"100 mm OEA F1 HE";"OEA F1";;
"100mm_opf_f4_aavt";"100 mm OPF F4 PFHE";"PFHE de 100 mm OPF F4";"PFHE da 100 mm OPF F4";"100 mm OPF F4 PFHE";"100 mm OPF F4 PFHE";"100-мм OPF F4 ОВ-РВ";"100 мм OPF F4 ОВ-РВ";"100 mm OPF F4 PFHE";"100 mm OPF F4 PFHE";"100 mm OPF F4 PFHE";"100 mm OPF F4 PFHE";"100 mm OPF F4 PFHE";"100 mm/OPF F4 PFHE";"OPF F4 PFHE 100 มม.";"100 mm OPF F4 PFHE";"OPF F4";"100 mm OPF F4 PFHE";"OPF F4";;
"375mm_erika";"375 mm M/50 Bofors anti submarine rocket launcher";"Lance-roquettes anti-sous-marines de 375 mm M/50 Bofors";"Lanciarazzi Antisub da 375 mm M/50 Bofors";"375 mm M/50 Bofors U-Boot-Abwehr-Raketenwerfer";"Lanzador de cohetes antisubmarinos M/50 Bofors de 375 mm";"375-мм реактивный бомбомёт Bofors M/50";"375-мм реактивний бомбомет Bofors M/50";"Wyrzutnia rakiet przeciw okrętom podwodnym Bofors M/50 kal. 375 mm";"375 mm M/50 Bofors anti submarine rocket launcher";"375 mm M/50 Bofors anti submarine rocket launcher";"375 mm protiponorkový raketomet M/50 Bofors";"εκτοξευτής ανθυποβρυχιακών ρουκετών M/50 Bofors 375 mm";"Peluncur roket anti-kapal selam 375 mm/M/50 Bofors";"เครื่องยิงจรวดต่อต้านเรือดำน้ำ M/50 Bofors 375 มม.";"375 mm M/50 보포스 대잠로켓 발사기";"博\t福\t斯 M/50 反\t潜\t火\t箭\t深\t弹";"ボフォース M/50 375mm 対潜\tロケットランチャー";"波\t佛\t斯 M/50 反\t潛\t火\t箭\t彈";;
"203mm_50_53_gr_dir_he";"203 mm HE Dirompente";"HE Dirompente de 203 mm";"Dirompente da 203mm (HE)";"203 mm HE Dirompente";"203 mm HE Dirompente";"203-мм ОФ Dirompente";"203-мм ОФ Dirompente";"203 mm HE Dirompente";"203 mm HE Dirompente";"203 mm HE Dirompente";"203 mm HE Dirompente";"203 mm HE Dirompente";"203 mm/HE Dirompente";"HE Dirompente 203 มม.";"203 mm 고폭유탄";"爆\t破\t榴\t弹";"203 mm HE Dirompente";"高\t爆\t彈";;
"203mm_50_53_gr_dir_contro_aerea_he";"203 mm HE-TF Contro-aerea";"HE-TF Contro-aerea de 203 mm";"Controaerei da 203mm (HE-TF)";"203 mm HE-TF Contro-aerea";"203 mm HE-TF Contro-aerea";"203-мм ОФ-ДВ Contro-aerea";"203-мм ОФ-ДП Contro-aerea";"203 mm HE-TF Contro-aerea";"203 mm HE-TF Contro-aerea";"203 mm HE-TF Contro-aerea";"203 mm HE-TF Contro-aerea";"203 mm HE-TF Contro-aerea";"203 mm/HE-TF Contro-aerea";"HE-TF Contro-aerea 203 มม.";"203 mm HE-TF Contro-aerea";"防\t空\t爆\t破\t榴\t弹";"203 mm HE-TF Contro-aerea";"定\t時\t引\t信\t高\t爆\t彈";;
"203mm_50_53_gr_perf_aphebc";"203 mm APHEBC Perforante";"APHEBC Perforante de 203 mm";"Perforante da 203mm (APHEBC)";"203 mm APHEBC Perforante";"203 mm APHEBC Perforante";"203-мм ББ Perforante";"203-мм ББ Perforante";"203 mm APHEBC Perforante";"203 mm APHEBC Perforante";"203 mm APHEBC Perforante";"203 mm APHEBC Perforante";"203 mm APHEBC Perforante";"203 mm/APHEBC Perforante";"APHEBC Perforante 203 มม.";"203 mm APHEBC Perforante";"穿\t甲\t榴\t弹";"203 mm APHEBC Perforante";"穿\t甲\t高\t爆\t彈";;
