"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Ukrainian>";"<Polish>";"<Portuguese>";"<Turkish>";"<Czech>";"<Greek>";"<Indonesian>";"<Thai>";"<Korean>";"<Chinese>";"<Japanese>";"<TChinese>";"<Comments>";"<max_chars>"
"weapons/gunBrowning50_raf_tutorial";"12.7 mm M2 Browning machine gun";"Mitrailleuse Browning M2 12,7 mm";"Mitragliatrice Browning da 12,7 mm M2";"12,7 mm M2 Browning Maschinengewehr";"Ametralladora M2 Browning de 12.7 mm";"12,7-мм пулемёт M2 Browning";"12,7-мм кулемет M2 Browning";"Karabin maszynowy M2 Browning kal. 12,7 mm";"Metralhadora M2 Browning de 12,7 mm";"12.7 mm M2 Browning makineli tüfek";"12,7 mm kulomet Browning M2";"πολυβόλο 12,7 mm M2 Browning";"Senapan mesin 12.7 mm/M2 Browning";"ปืนกล Browning M2 12.7 มม.";"12.7 mm M2 브라우닝 기관총";"12.7 毫\t米 M2 勃\t朗\t宁 机\t枪";"12.7 mm M2 ブローニング 機関銃";"12.7\t公\t釐\tM2\t布\t朗\t寧\t機\t槍";;
"weapons/gunBrowning50_raf_tutorial/short";"M2 Browning";"Browning M2";"M2 Browning";"M2 Browning";"M2 Browning";"M2 Browning";"M2 Browning";"M2 Browning";"M2 Browning";"M2 Browning";"M2 Browning";"M2 Browning";"M2 Browning";"M2 Browning";"M2 브라우닝";"M2 勃\t朗\t宁";"M2 ブローニング";"M2\t布\t朗\t寧";;
"weapons/gunBrowning50_raf_turret";"12.7 mm M2 Browning machine gun";"Mitrailleuse Browning M2 12,7 mm";"Mitragliatrice Browning M2 calibro 12,7 mm";"12,7 mm M2 Browning Maschinengewehr";"Ametralladora M2 Browning de 12.7 mm";"12,7-мм пулемёт M2 Browning";"12,7-мм кулемет M2 Browning";"Karabin maszynowy M2 Browning kal. 12,7 mm";"Metralhadora M2 Browning de 12,7 mm";"12.7 mm M2 Browning makineli tüfek";"12,7 mm kulomet Browning M2";"πολυβόλο 12,7 mm M2 Browning";"Senapan mesin 12.7 mm/M2 Browning";"ปืนกล Browning M2 12.7 มม.";"12.7 mm M2 브라우닝 기관총";"12.7 毫\t米 M2 勃\t朗\t宁 机\t枪";"12.7 mm M2 ブローニング 機関銃";"12.7\t公\t釐\tM2\t布\t朗\t寧\t機\t槍";;
"weapons/gunBrowning50_usaaf";"12.7 mm M2 Browning machine gun";"Mitrailleuse Browning M2 12,7 mm";"Mitragliatrice Browning M2 calibro 12,7 mm";"12,7 mm M2 Browning Maschinengewehr";"Ametralladora M2 Browning de 12.7 mm";"12,7-мм пулемёт M2 Browning";"12,7-мм кулемет M2 Browning";"Karabin maszynowy M2 Browning kal. 12,7 mm";"Metralhadora M2 Browning de 12,7 mm";"12.7 mm M2 Browning makineli tüfek";"12,7 mm kulomet Browning M2";"πολυβόλο 12,7 mm M2 Browning";"Senapan mesin 12.7 mm/M2 Browning";"ปืนกล Browning M2 12.7 มม.";"12.7 mm M2 브라우닝 기관총";"12.7 毫\t米 M2 勃\t朗\t宁 机\t枪";"12.7 mm M2 ブローニング 機関銃";"12.7\t公\t釐\tM2\t布\t朗\t寧\t機\t槍";;
"weapons/gunBrowning50_turret";"12.7 mm M2 Browning machine gun";"Mitrailleuse Browning M2 12,7 mm";"Mitragliatrice Browning M2 calibro 12,7 mm";"12,7 mm M2 Browning Maschinengewehr";"Ametralladora M2 Browning de 12.7 mm";"12,7-мм пулемёт M2 Browning";"12,7-мм кулемет M2 Browning";"Karabin maszynowy M2 Browning kal. 12,7 mm";"Metralhadora M2 Browning de 12,7 mm";"12.7 mm M2 Browning makineli tüfek";"12,7 mm kulomet Browning M2";"πολυβόλο 12,7 mm M2 Browning";"Senapan mesin 12.7 mm/M2 Browning";"ปืนกล Browning M2 12.7 มม.";"12.7 mm M2 브라우닝 기관총";"12.7 毫\t米 M2 勃\t朗\t宁 机\t枪";"12.7 mm M2 ブローニング 機関銃";"12.7\t公\t釐\tM2\t布\t朗\t寧\t機\t槍";;
"weapons/gunBrowning50_turret_late";"12.7 mm M2 Browning machine gun";"Mitrailleuse Browning M2 12,7 mm";"Mitragliatrice Browning da 12,7 mm M2";"12,7 mm M2 Browning Maschinengewehr";"Ametralladora M2 Browning de 12.7 mm";"12,7-мм пулемёт M2 Browning";"12,7-мм кулемет M2 Browning";"Karabin maszynowy M2 Browning kal. 12,7 mm";"Metralhadora M2 Browning de 12,7 mm";"12.7 mm M2 Browning makineli tüfek";"12,7 mm kulomet Browning M2";"πολυβόλο 12,7 mm M2 Browning";"Senapan mesin 12.7 mm/M2 Browning";"ปืนกล Browning M2 12.7 มม.";"12.7 mm M2 브라우닝 기관총";"12.7 毫\t米 M2 勃\t朗\t宁 机\t枪";"12.7 mm M2 ブローニング 機関銃";"12.7\t公\t釐\tM2\t布\t朗\t寧\t機\t槍";;
"weapons/gunDA762";"7.62 mm DA machine gun";"Mitrailleuse DA 7,62 mm";"Mitragliatrice da 7.62mm DA";"7,62 mm DA Maschinengewehr";"Ametralladora DA de 7.62 mm";"7,62-мм пулемёт ДА";"7,62-мм кулемет DA";"Karabin maszynowy DA kal. 7,62 mm";"Metralhadora DA de 7,62 mm";"7.62 mm DA makineli tüfek";"7,62 mm kulomet DA";"πολυβόλο 7,62 mm DA";"Senapan mesin 7.62 mm/DA";"ปืนกล DA 7.62 มม.";"7.62 mm DA 기관총";"7.62 毫\t米 DA 机\t枪";"7.62 mm DA 機関銃";"7.62\t公\t釐\tDA\t機\t槍";;
"weapons/cannonHispanoMkI";"20 mm Hispano Mk.I cannon";"Canon Hispano Mk.I 20 mm";"Cannone Hispano Mk.I da 20 mm";"20 mm Hispano Mk.I Maschinenkanone";"Cañón Hispano Mk.I de 20 mm";"20-мм пушка Hispano Mk.I";"20-мм гармата Hispano Mk.I";"Działko Hispano Mk I kal. 20 mm";"Canhão Hispano Mk.I de 20 mm";"20 mm Hispano Mk.I top";"20 mm kanón Hispano Mk.I";"κανόνι 20 mm Hispano Mk.I";"Meriam 20 mm/Hispano Mk.I";"ปืนใหญ่ Hispano Mk.I 20 มม.";"20 mm 히스파노 Mk.I 기관포";"20 毫\t米 西\t斯\t帕\t诺 Mk I 机\t炮";"20 mm イスパノ Mk.I 機関砲";"20\t公\t釐\t西\t班\t牙\tMk.I\t火\t砲";;
"weapons/cannonHispano404";"20 mm Hispano 404 cannon";"Canon Hispano 404 20 mm";"Cannone Hispano 404 da 20 mm";"20 mm Hispano 404 Maschinenkanone";"Cañón Hispano 404 de 20 mm";"20-мм пушка Hispano 404";"20-мм гармата Hispano 404";"Działko Hispano 404 kal. 20 mm";"Canhão Hispano 404 de 20 mm";"20 mm Hispano 404 top";"20 mm kanón Hispano 404";"κανόνι 20 mm Hispano 404";"Meriam 20 mm/Hispano 404";"ปืนใหญ่ Hispano 404 20 มม.";"20 mm 히스파노 404 기관포";"20 毫\t米\t伊\t斯\t帕\t诺\t-\t絮\t扎 HS.404 机\t炮";"20 mm イスパノ 404 機関砲";"20\t公\t釐\t西\t班\t牙\t404\t火\t砲";;
"weapons/gunBrowningM36No3";"7.7 mm FN-Browning M.36 No.3 machine gun";"Mitrailleuse FN-Browning M.36 No.3 7,7 mm";"Mitragliatrice da 7.7mm FN-Browning M.36 N°3";"7,7 mm FN-Browning M.36 Nr.3 Maschinengewehr";"Ametralladora FN-Browning M.36 No.3 de 7.7 mm";"7,7-мм пулемёт FN-Browning M.36 No.3";"7,7-мм кулемет FN-Browning M.36 No.3";"7.7 mm FN-Browning M.36 No.3 machine gun";"Metralhadora FN-Browning M.36 No.3 de 7,7 mm";"7.7 mm FN-Browning M.36 No.3 makineli tüfek";"7,7 mm kulomet FN-Browning M.36 č.3";"πολυβόλο 7,7 mm FN-Browning M.36 No.3";"Senapan mesin 7.7 mm/FN-Browning M.36 No.3";"ปืนกล FN-Browning M.36 No.3 7.7 มม.";"7.7 mm FN-브라우닝 M.36 No.3 기관총";"7.7 毫\t米 FN 勃\t朗\t宁 M.36 3 号\t机\t枪";"7.7 mm FN-ブローニング M.36 No.3 機関銃";"7.7\t公\t釐\tFN-\t布\t朗\t寧\tM.36 No.3\t機\t槍";;
"weapons/gunBrowningM36No3/short";"FN-Browning M.36 No.3";"FN-Browning M.36 No.3";"FN-Browning M.36 N°3";"FN-Browning M.36 Nr.3";"FN-Browning M.36 No.3";"FN-Browning M.36 No.3";"FN-Browning M.36 No.3";"FN-Browning M.36 No.3";"FN-Browning M.36 No.3";"FN-Browning M.36 No.3";"FN-Browning M.36 č.3";"FN-Browning M.36 No.3";"FN-Browning M.36 No.3";"FN-Browning M.36 No.3";"FN-브라우닝 M.36 No.3";"FN 勃\t朗\t宁 M.36 3 号";"FN-ブローニング M.36 No.3";"FN-\t布\t朗\t寧\tM.36 No.3";;
"weapons/gunBrowningM36No3Holand";"7.92 mm FN-Browning M.36 No.3 machine gun";"Mitrailleuse FN-Browning M.36 No.3 7,92 mm";"Mitragliatrice da 7.92mm FN-Browning M.36 N°3";"7,92 mm FN-Browning M.36 Nr.3 Maschinengewehr";"Ametralladora FN-Browning M.36 No.3 de 7.92 mm";"7,92-мм пулемёт FN-Browning M.36 No.3";"7,92-мм кулемет FN-Browning M.36 No.3";"Karabin maszynowy Nr 3 7.92 mm FN-Browning M.36";"Metralhadora FN-Browning M.36 No.3 de 7,92 mm";"7.92 mm FN-Browning M.36 No.3 makineli tüfek";"7,92 mm kulomet FN-Browning M.36 č.3";"πολυβόλο 7,92 mm FN-Browning M.36 No.3";"Senapan mesin 7.92 mm FN-Browning M.36 No.3";"ปืนกล FN-Browning M.36 No.3 7.92 มม.";"7.92 mm FN-브라우닝 M.36 No.3 기관총";"7.92 毫\t米 FN 勃\t朗\t宁 M.36 3 号\t机\t枪";"7.92 mm FN-ブローニング M.36 No.3 機関銃";"7.92\t公\t釐\tFN-\t布\t朗\t寧\tM.36 No.3\t機\t槍";;
"weapons/gunBrowningM36No3Holand/short";"FN-Browning M.36 No.3";"FN-Browning M.36 No.3";"FN-Browning M.36 N°3";"FN-Browning M.36 Nr.3";"FN-Browning M.36 No.3";"FN-Browning M.36 No.3";"FN-Browning M.36 No.3";"FN-Browning M.36 Nr 3";"FN-Browning M.36 No.3";"FN-Browning M.36 No.3";"FN-Browning M.36 č.3";"FN-Browning M.36 No.3";"FN-Browning M.36 No.3";"FN-Browning M.36 No.3";"FN-브라우닝 M.36 No.3";"FN 勃\t朗\t宁 M.36 3 号";"FN-ブローニング M.36 No.3";"FN-\t布\t朗\t寧\tM.36 No.3";;
"weapons/gunBrowningM36No4Holand_turret";"7.92 mm FN-Browning M.36 No.4 machine gun";"Mitrailleuse FN-Browning M.36 No.4 7,92 mm";"Mitragliatrice da 7.92mm FN-Browning M.36 N°4";"7,92 mm FN-Browning M.36 Nr.4 Maschinengewehr";"Ametralladora FN-Browning M.36 No.4 de 7.92 mm";"7,92-мм пулемёт FN-Browning M.36 No.4";"7,92-мм кулемет FN-Browning M.36 No.4";"Karabin maszynowy Nr 4 7.92 mm FN-Browning M.36";"Metralhadora FN-Browning M.36 No.4 de 7,92 mm";"7.92 mm FN-Browning M.36 No.4 makineli tüfek";"7,92 mm kulomet FN-Browning M.36 č.4";"πολυβόλο 7,92 mm FN-Browning M.36 No.4";"Senapan mesin 7.92 mm/FN-Browning M.36 No.4";"ปืนกล FN-Browning M.36 No.4 7.92 มม.";"7.92 mm FN-브라우닝 M.36 No.4 기관총";"7.92 毫\t米 FN 勃\t朗\t宁 M.36 4 号\t机\t枪";"7.92 mm FN-ブローニング M.36 No.4 機関銃";"7.92\t公\t釐\tFN-\t布\t朗\t寧\tM.36 No.4\t機\t槍";;
"weapons/gunBrowningM36No4Holand_turret/short";"FN-Browning M.36 No.4";"FN-Browning M.36 No.4";"FN-Browning M.36 N°4";"FN-Browning M.36 Nr.4";"FN-Browning M.36 No.4";"FN-Browning M.36 No.4";"FN-Browning M.36 No.4";"FN-Browning M.36 Nr 4";"FN-Browning M.36 No.4";"FN-Browning M.36 No.4";"FN-Browning M.36 č.4";"FN-Browning M.36 No.4";"FN-Browning M.36 No.4";"FN-Browning M.36 No.4";"FN-브라우닝 M.36 No.4";"FN 勃\t朗\t宁 M.36 4 号";"FN-ブローニング M.36 No.4";"FN-\t布\t朗\t寧\tM.36 No.4";;
"weapons/cannonOerliconFF";"20 mm Oerlikon FF cannon";"Canon Oerlikon FF 20 mm";"Cannone da 20mm Oerlikon FF";"20 mm Oerlikon FF Maschinenkanone";"Cañón Oerlikon FF de 20 mm";"20-мм пушка Oerlikon FF";"20-мм гармата Oerlikon FF";"Działko Oerlikon FF kal. 20 mm";"Canhão Oerlikon FF de 20 mm";"20 mm Oerlikon FF top";"20mm kanón Oerlikon FF";"κανόνι 20 mm Oerlikon FF";"Meriam 20 mm/Oerlikon FF";"ปืนใหญ่ Oerlikon FF 20 มม.";"20 mm 오리콘 FF 기관포";"20 毫\t米 厄\t利\t孔 FF 机\t炮";"20 mm エリコン FF 機関砲";"20\t公\t釐\t歐\t瑞\t康\tFF\t火\t砲";;
"weapons/cannonOerliconFF/short";"Oerlikon FF";"Oerlikon FF";"Oerlikon FF";"Oerlikon FF";"Oerlikon FF";"Oerlikon FF";"Oerlikon FF";"Oerlikon FF";"Oerlikon FF";"Oerlikon FF";"Oerlikon FF";"Oerlikon FF";"Oerlikon FF";"Oerlikon FF";"오리콘 FF";"厄\t利\t孔 FF";"エリコン FF";"歐\t瑞\t康\tFF";;
"weapons/cannonHispano404_turret";"20 mm Hispano 404 cannon";"Canon Hispano 404 20 mm";"Cannone Hispano 404 da 20 mm";"20mm Hispano 404 Maschinenkanone";"Cañón Hispano 404 de 20 mm";"20-мм пушка Hispano 404";"20-мм гармата Hispano 404";"Działko Hispano 404 kal. 20 mm";"Canhão Hispano 404 de 20 mm";"20 mm Hispano 404 top";"20 mm kanón Hispano 404";"κανόνι 20 mm Hispano 404";"Meriam 20 mm/Hispano 404";"ปืนใหญ่ Hispano 404 20 มม.";"20 mm 히스파노 404 기관포";"20 毫\t米\t伊\t斯\t帕\t诺\t-\t絮\t扎 HS.404 机\t炮";"20 mm イスパノ 404 機関砲";"20\t公\t釐\t西\t班\t牙\t404\t火\t砲";;
"weapons/cannonHispanoMkII";"20 mm Hispano Mk.II cannon";"Canon Hispano Mk.II 20 mm";"Cannone Hispano Mk.II da 20 mm";"20 mm Hispano Mk.II Maschinenkanone";"Cañón Hispano Mk.II de 20 mm";"20-мм пушка Hispano Mk.II";"20-мм гармата Hispano Mk.II";"Działko Hispano Mk II kal. 20 mm";"Canhão Hispano Mk.II de 20 mm";"20 mm Hispano Mk.II top";"20 mm kanón Hispano Mk.II";"κανόνι 20 mm Hispano Mk.II";"Meriam 20 mm/Hispano Mk.II";"ปืนใหญ่ Hispano Mk.II 20 มม.";"20 mm 히스파노 Mk.II 기관포";"20 毫\t米 西\t斯\t帕\t诺 Mk II 机\t炮";"20 mm イスパノ Mk.II 機関砲";"20\t公\t釐\t西\t班\t牙\tMk.II\t火\t砲";;
"weapons/cannonHispanoMkII_tutorial";"20 mm Hispano Mk.II cannon";"Canon Hispano Mk.II 20 mm";"Cannone Hispano Mk.II da 20 mm";"20 mm Hispano Mk.II Maschinenkanone";"Cañón Hispano Mk.II de 20 mm";"20-мм пушка Hispano Mk.II";"20-мм гармата Hispano Mk.II";"Działko Hispano Mk II kal. 20 mm";"Canhão Hispano Mk.II de 20 mm";"20 mm Hispano Mk.II top";"20 mm kanón Hispano Mk.II";"κανόνι 20 mm Hispano Mk.II";"Meriam 20 mm/Hispano Mk.II";"ปืนใหญ่ Hispano Mk.II 20 มม.";"20 mm 히스파노 Mk.II 기관포";"20 毫\t米 西\t斯\t帕\t诺 Mk II 机\t炮";"20 mm イスパノ Mk.II 機関砲";"20\t公\t釐\t西\t班\t牙\tMk.II\t火\t砲";;
"weapons/cannonHispanoMkII_tutorial/short";"Hispano Mk.II";"Hispano Mk.II";"Hispano Mk.II";"Hispano Mk.II";"Hispano Mk.II";"Hispano Mk.II";"Hispano Mk.II";"Hispano Mk II";"Hispano Mk.II";"Hispano Mk.II";"Hispano Mk.II";"Hispano Mk.II";"Hispano Mk.II";"Hispano Mk.II";"히스파노 Mk.II";"西\t斯\t帕\t诺 Mk II";"イスパノ Mk.II";"西\t班\t牙\tMk.II";;
"weapons/cannonHispanoMkV";"20 mm Hispano Mk.V cannon";"Canon Hispano Mk.V 20 mm";"Cannone Hispano Mk.V da 20 mm";"20 mm Hispano Mk.V Maschinenkanone";"Cañón Hispano Mk.V de 20 mm";"20-мм пушка Hispano Mk.V";"20-мм гармата Hispano Mk.V";"Działko Hispano Mk V kal. 20 mm";"Canhão Hispano Mk.V de 20 mm";"20 mm Hispano Mk.V top";"20 mm kanón Hispano Mk.V";"κανόνι 20 mm Hispano Mk.V";"Meriam 20 mm/Hispano Mk.V";"ปืนใหญ่ Hispano Mk.V 20 มม.";"20 mm 히스파노 Mk.V 기관포";"20 毫\t米 西\t斯\t帕\t诺 Mk V 机\t炮";"20 mm イスパノ Mk.V 機関砲";"20\t公\t釐\t西\t班\t牙\tMk.V\t火\t砲";;
"weapons/cannonHispanoMkV_turret";"20 mm Hispano Mk.V cannon";"Canon Hispano Mk.V 20 mm";"Cannone Hispano Mk.V da 20 mm";"20 mm Hispano Mk.V Maschinenkanone";"Cañón Hispano Mk.V de 20 mm";"20-мм пушка Hispano Mk.V";"20-мм гармата Hispano Mk.V";"Działko Hispano Mk V kal. 20 mm";"Canhão Hispano Mk.V de 20 mm";"20 mm Hispano Mk.V top";"20 mm kanón Hispano Mk.V";"κανόνι 20 mm Hispano Mk.V";"Meriam 20 mm/Hispano Mk.V";"ปืนใหญ่ Hispano Mk.V 20 มม.";"20 mm 히스파노 Mk.V 기관포";"20 毫\t米 西\t斯\t帕\t诺 Mk V 机\t炮";"20 mm イスパノ Mk.V 機関砲";"20\t公\t釐\t西\t班\t牙\tMk.V\t火\t砲";;
"weapons/cannonSAA";"102 mm 102/35 mod 14 cannon";"Canon 102/35 mod 14 102 mm";"Cannone da 102 mm 102/35 mod. 14";"102 mm 102/35 Mod. 14 Geschütz";"Cañón 102/35 mod 14 de 102 mm";"102-мм пушка 102/35 mod 14";"102-мм гармата 102/35 mod 14";"Działo 102/35 mod 14 kal. 102 mm";"Canhão 102/35 mod 14 de 102 mm";"102 mm 102/35 mod 14 top";"102 mm /35 kanón model 14";"κανόνι 102 mm 102/35 mod 14";"Meriam 102 mm/102/35 mod 14";"ปืนใหญ่ 102/35 mod 14 102 มม.";"102 mm 102/35 14형 기관포";"102 毫\t米\t/35 1914 型\t火\t炮";"102 mm 102/35 mod 14 砲";"102\t公\t釐\t102/35 mod 14\t火\t砲";;
"weapons/cannonVickers_S";"40 mm Vickers S cannon";"Canon Vickers S 40 mm";"Cannone Vickers S da 40mm";"40 mm Vickers S Maschinenkanone";"Cañón Vickers S de 40 mm";"40-мм пушка Vickers S";"40-мм гармата Vickers S";"Działko Vickers S kal. 40 mm";"Canhão Vickers S de 40 mm";"Vickers S 40 mm top";"40 mm kanón Vickers S";"κανόνι 40 mm Vickers S";"Meriam 40 mm/Vickers S";"ปืนใหญ่ Vickers S 40 มม.";"40 mm 빅커스 S 기관포";"40 毫\t米 维\t克\t斯 S 级\t炮";"40mm ビッカース\tS 機関砲";"40\t公\t釐\t維\t克\t斯\tS\t火\t砲";;
"weapons/cannonVickers_S_underwing";"40 mm Vickers S cannon (secondary)";"Canon Vickers S 40 mm (secondaire)";"Cannone Vickers S da 40mm (secondario)";"40 mm Vicker S Maschinenkanone (sekundär)";"Cañón Vickers S de 40 mm (secundario)";"40-мм пушка Vickers S (подвесная)";"40-мм гармата Vickers S (підвісна)";"Działo Vickers S kal. 40 mm (dodatkowe)";"Canhão Vickers S de 40 mm (secundário)";"40 mm Vickers S top (ikincil)";"40 mm kanón Vickers S (přídavný)";"κανόνι 40 mm Vickers S (δευτερεύον)";"Meriam 40 mm/Vickers S (cadangan)";"ปืนใหญ่ Vickers S 40 มม. (รอง)";"40mm 빅커스 S 기관포 (보조 무장)";"40 毫\t米 维\t克\t斯 S 级\t炮";"40 mm ビッカース S 機関砲（セカンダリ）";"40\t公\t釐\t維\t克\t斯\tS\t火\t砲\t（次\t要）";;
"weapons/cannonVickers_P";"47 mm Vickers P cannon";"Canon Vickers P 47 mm";"Cannone Vickers P da 47mm";"47 mm Vickers P Maschinenkanone";"Cañón Vickers P de 47 mm";"47-мм пушка Vickers P";"47-мм гармата Vickers P";"Działko Vickers P kal. 47 mm";"Canhão Vickers P de 47 mm";"47 mm Vickers P top";"47 mm kanón Vickers P";"κανόνι 47 mm Vickers P";"Meriam 47 mm/Vickers P";"ปืนใหญ่ Vickers P 47 มม.";"47 mm 빅커스 P 기관포";"47 毫\t米 维\t克\t斯 P 级\t炮";"47mm ビッカース\tP 機関砲";"47\t公\t釐\t維\t克\t斯\tP\t火\t砲";;
"weapons/cannonAN_M2";"20 mm AN/M2 cannon";"Canon AN/M2 20 mm";"Cannone AN/M2 calibro 20 mm";"20 mm AN/M2 Maschinenkanone";"Cañón AN/M2 de 20 mm";"20-мм пушка AN/M2";"20-мм гармата AN/M2";"Działko AN/M2 kal. 20 mm";"Canhão AN/M2 de 20 mm";"20 mm AN/M2 top";"20 mm kanón M2";"κανόνι 20 mm AN/M2";"Meriam 20 mm/AN/M2";"ปืนใหญ่ AN/M2 20 มม.";"20 mm AN/M2 기관포";"20 毫\t米 AN/M2 机\t炮";"20 mm AN/M2 機関砲";"20\t公\t釐\tAN/M2\t火\t砲";;
"weapons/cannonRollsRoyceBH";"40 mm Rolls-Royce Type BH cannon";"Canon Rolls-Royce Type BH 40 mm";"Cannone da 40mm Rolls-Royce Type BH";"40 mm Rolls-Royce Type BH Geschütz";"Cañón Rolls-Royce Tipo BH de 40 mm";"40-мм пушка Rolls-Royce Type BH";"40-мм гармата Rolls-Royce Type BH";"Działko Rolls-Royce Type BH kal. 40 mm";"Canhão Rolls-Royce Type BH de 40 mm";"40 mm Rolls-Royce Type BH top";"40 mm kanón Rolls-Royce typ BH ";"κανόνι 40 mm Rolls-Royce Type BH";"Meriam 40 mm/Rolls-Royce Type BH";"ปืนใหญ่ Rolls-Royce Type BH 40 มม.";"40 mm 롤스로이스 BH 기관포";"40 毫\t米 罗\t尔\t斯\t-\t罗\t伊\t斯 BH 型\t机\t炮";"40 mm ロールスロイス BH\t型 機関砲";"40\t公\t釐\t勞\t斯\t萊\t斯\tType BH\t火\t砲";;
"weapons/cannonT31";"20 mm T31 cannon";"Canon T31 20 mm";"Cannone da 20mm T31";"20 mm T31 Maschinenkanone";"Cañón T31 de 20 mm";"20-мм пушка T31";"20-мм гармата T31";"Działko T31 kal. 20 mm";"Canhão T31 de 20 mm";"20 mm T31 top";"20 mm kanón T31";"κανόνι 20 mm T31";"Meriam 20 mm/T31";"ปืนใหญ่ T31 20 มม.";"20 mm T31 기관포";"20 毫\t米 T31 机\t炮";"20 mm T31 機関砲";"20\t公\t釐\tT31\t火\t砲";;
"weapons/cannonAN_M3";"20 mm M3 cannon";"Canon M3 20 mm";"Cannone da 20mm M3";"20 mm M3 Maschinenkanone";"Cañón M3 de 20 mm";"20-мм пушка M3";"20-мм гармата M3";"Działo kal. 20 mm M3";"Canhão M3 de 20 mm";"20 mm M3 top";"20 mm kanón M3";"κανόνι 20 mm M3";"Meriam 20 mm/M3";"ปืนใหญ่ M3 20 มม.";"20 mm M3 기관포";"20 毫\t米 AN/M3 机\t炮";"20 mm AN/M3 機関砲";"20\t公\t釐\tM3\t火\t砲";;
"weapons/cannonT_160";"20 mm FMC T-160 cannon";"Canon FMC T-160 20 mm";"Cannone FMC T-160 da 20mm";"20 mm FMC T-160 Maschinenkanone";"Cañón FMC T-160 de 20 mm";"20-мм пушка FMC Т-160";"20-мм гармата FMC T-160";"Działko FMC T-160 kal. 20 mm";"Canhão FMC T-160 de 20 mm";"FMC T-160 20 mm top";"20 mm kanón FMC T-160";"κανόνι 20 mm FMC T-160";"Meriam 20 mm/FMC T-160";"ปืนใหญ่ FMC T-160 20 มม.";"20 mm FMC T-160 기관포";"20 毫\t米 T-160 机\t炮";"20mm FMC T-160 機関砲";"20\t公\t釐\tFMC T-160\t火\t砲";;
"weapons/cannonM39";"20 mm M39 cannon";"Canon M39 20 mm";"Cannone da 20mm M39";"20 mm M39 Maschinenkanone";"Cañón M39 de 20 mm";"20-мм пушка M39";"20-мм гармата M39";"Działko kal. 20mm M39";"Canhão M39 de 20 mm";"20 mm M39 top";"20 mm kanón M39";"κανόνι 20 mm M39";"Meriam 20 mm/M39";"ปืนใหญ่ M39 20 มม.";"20 mm M39 기관포";"20 毫\t米 M39 机\t炮";"20 mm M39 機関砲";"20\t公\t釐\tM39\t火\t砲";;
"weapons/cannonM24A1";"20 mm M24A1 cannon";"Canon M24A1 20 mm";"Cannone da 20 mm M24A1";"20 mm M24A1 Maschinenkanone";"Cañón M24A1 de 20 mm";"20-мм пушка M24A1";"20-мм гармата M24A1";"Działko M24A1 kal. 20 mm";"Canhão M24A1 de 20 mm";"20 mm M24A1 top";"20 mm kanón M24A1";"κανόνι 20 mm M24A1";"Meriam 20 mm/M24A1";"ปืนใหญ่ M24A1 20 มม.";"20 mm M24A1 기관포";"20 毫\t米 M24A1 机\t炮";"20 mm M24A1 機関砲";"20\t公\t釐\tM24A1\t火\t砲";;
"weapons/cannonGLAT_M621";"20 mm GIAT M.621 cannon";"Canon GIAT M.621 20 mm";"Cannone da 20mm GIAT M.621";"20 mm GIAT M.621 Geschütz";"Cañón GIAT M.621 de 20 mm";"20-мм пушка GIAT M.621";"20-мм гармата GIAT M.621";"Działko GIAT M.621 kal. 20 mm";"Canhão GIAT M.621 de 20 mm";"20 mm GIAT M.621 top";"20 mm kanón GIAT M.621";"κανόνι 20 mm GIAT M.621";"Meriam 20 mm/GIAT M.621";"ปืนใหญ่ GIAT M.621 20 มม.";"20 mm GIAT M.621 기관포";"20 毫\t米 GIAT M621 机\t炮";"20 mm GIAT M.621 機関砲";"20\t公\t釐\tGIAT M.621\t火\t砲";;
"weapons/gunHo103";"12.7 mm Ho-103 machine gun";"Mitrailleuse Ho-103 12,7 mm";"Mitragliatrice Ho-103 calibro 12,7 mm";"12,7 mm Ho-103 Maschinengewehr";"Ametralladora Ho-103 de 12.7 mm";"12,7-мм пулемёт Ho-103";"12,7-мм кулемет Ho-103";"Karabin maszynowy Ho-103 kal. 12,7 mm";"Metralhadora Ho-103 de 12,7 mm";"12.7 mm Ho-103 makineli tüfek";"12,7 mm kulomet Ho-103";"πολυβόλο 12,7 mm Ho-103";"Senapan mesin 12.7 mm/Ho-103";"ปืนกล Ho-103 12.7 มม.";"12.7 mm 호103 기관총";"12.7 毫\t米 Ho-103 固\t定\t机\t枪";"12.7 mm ホ\t103 機関銃";"12.7\t公\t釐\tHo-103\t機\t槍";;
"weapons/gunHo104_turret";"12.7 mm Ho-104 machine gun";"Mitrailleuse Ho-104 12,7 mm";"Mitragliatrice da 12.7 mm Ho-104";"12,7 mm Ho-104 Maschinengewehr";"Ametralladora Ho-104 de 12.7 mm";"12,7-мм пулемёт Ho-104";"12,7-мм кулемет Ho-104";"Karabin maszynowy Ho-104 kal. 12,7 mm";"Metralhadora Ho-104 de 12,7 mm";"12.7 mm Ho-104 makineli tüfek";"12,7 mm kulomet Ho-104";"πολυβόλο 12,7 mm Ho-104";"Senapan mesin 12.7 mm/Ho-104";"ปืนกล Ho-104 12.7 มม.";"12.7 mm 호104 기관총";"12.7 毫\t米 Ho-104 旋\t回\t机\t枪";"12.7 mm ホ\t104 機関銃";"12.7\t公\t釐\tHo-104\t機\t槍";;
